"AMOUNT","CASE","CREATED_AT","MERCHANT","RISK_SCORE","USER_ACCOUNT_AGGREGATE_ORDER_COUNT"
"1.95","579927564","2018-03-01","7625","43.29","178"
"3.85","611571874","2018-03-30","7625","45.95","10"
"9.1","596762151","2018-03-16","7625","28.36","6"
"43.53","586643878","2018-03-06","7625","27.26","1"
"13.0","605068404","2018-03-23","7625","29.56","1"
"6.0","605363354","2018-03-24","7625","0.0","39"
"3.0","605351695","2018-03-24","8743","47.9","15"
"7.79","589199061","2018-03-09","1755","45.67",""
"121.6","606437811","2018-03-25","2000383","6.41",""
"52.64","601716525","2018-03-20","7625","29.83","5"
"7.0","609768461","2018-03-28","8743","48.9","9"
"26.0","601956534","2018-03-21","7625","18.0","4"
"11.0","597233439","2018-03-16","8743","49.48","5"
"12.0","592878532","2018-03-12","8743","43.54","2217"
"10.0","582477313","2018-03-03","8743","48.07","320"
"2.0","600485070","2018-03-19","7625","47.76","10"
"40.0","608070893","2018-03-26","2001505","0.0","2"
"46.35","589092713","2018-03-09","7625","41.99","13"
"163.43","657532003","2018-03-26","133","24.9","4"
"417.45","607422832","2018-03-26","2002864","34.98","1"
"6.0","599936318","2018-03-19","8743","48.11","62"
"124.9","598751159","2018-03-18","2003774","43.63","11"
"2.0","589945135","2018-03-09","8743","49.12","173"
"11.6","589526649","2018-03-09","7625","44.36","3"
"159.95","598837544","2018-03-18","2003774","43.08","3"
"6.0","608330007","2018-03-27","7625","4.44","2"
"12.16","590070421","2018-03-10","1632","48.13",""
"9.0","592800130","2018-03-12","8743","49.25","30"
"18.28","582487799","2018-03-03","7625","46.16","10"
"205.0","604835737","2018-03-20","2002514","47.96","1"
"11.0","607706787","2018-03-26","8743","46.23","7"
"2.0","581988765","2018-03-02","7625","47.98","22"
"27.95","593872576","2018-03-13","9135","18.36","1"
"8.0","601871561","2018-03-20","7625","29.59","14"
"40.5","603353476","2018-03-22","2209","0.0","8"
"14.0","597202631","2018-03-16","8743","47.24","159"
"76.18","590218611","2018-03-10","12650","41.13","0"
"6.0","597814694","2018-03-17","8743","48.56","30"
"170.0","600989175","2018-03-20","1801","44.81","6"
"7.0","612147619","2018-03-30","8743","46.27","34"
"6.8","601903390","2018-03-20","7625","47.28","18"
"113.0","599340042","2018-03-18","7625","29.62","30"
"14.0","589698404","2018-03-09","8743","48.89","10"
"8.0","582097893","2018-03-02","8743","49.2","110"
"1713.98","903665141","2018-03-05","2007014","49.11",""
"7.0","601510188","2018-03-20","8743","46.33","14"
"115.69","595884074","2018-03-15","7625","28.75","11"
"4.0","603123545","2018-03-22","7625","28.59","7"
"12.0","609482359","2018-03-28","7625","28.45","3"
"304.1","604080684","2018-03-23","7625","25.24","1"
"6.0","607383251","2018-03-26","8743","42.96","56"
"3.09","598010253","2018-03-17","7625","0.0","22"
"12.0","608095338","2018-03-26","8743","46.64","28"
"78.66","585457450","2018-03-05","2001439","36.87","1"
"6.0","597684791","2018-03-17","8743","48.37","18"
"5.0","596178169","2018-03-15","7625","45.32","35"
"1356.47","611329672","2018-03-30","8886","48.77",""
"2.0","606742890","2018-03-25","7625","41.92","32"
"0.0","605197051","2018-03-24","2003684","42.71",""
"9.04","608878522","2018-03-27","7625","29.18","12"
"6.0","601551843","2018-03-20","8743","48.33","881"
"10.0","586868651","2018-03-07","2207","48.71",""
"0.0","594332648","2018-03-13","2003684","42.71",""
"2.0","586478028","2018-03-06","7625","44.14","25"
"11.61","604295676","2018-03-23","7625","45.54","34"
"9.0","599715669","2018-03-18","8743","48.24","89"
"11.0","604173843","2018-03-23","8743","48.6","398"
"11.0","589205653","2018-03-09","8743","48.78","32"
"5.43","583726331","2018-03-04","7625","47.49","51"
"32.98","604007534","2018-03-22","13289","46.78",""
"729.0","610535291","2018-03-29","6189","46.26","2"
"8.0","580645851","2018-03-01","8743","44.64","6"
"5.0","580711538","2018-03-01","8743","48.86","6"
"0.0","604455613","2018-03-23","2003684","42.71",""
"13.0","596273548","2018-03-15","8743","47.36","8"
"178.0","604436399","2018-03-22","7625","28.99","7"
"20.77","610806641","2018-03-29","7625","25.84","2"
"13.0","604026511","2018-03-22","7625","46.01","6"
"7.0","589959749","2018-03-09","8743","0.0","77"
"8.0","605852327","2018-03-24","8743","46.09","13"
"5.4","600356606","2018-03-19","7625","1.74","13"
"0.0","607888343","2018-03-26","2003684","42.71",""
"66.22","602173395","2018-03-21","2002940","49.74","1"
"1.0","601784112","2018-03-20","7625","42.8","1"
"7.0","588955242","2018-03-09","8743","46.58","14"
"134.05","584666543","2018-03-05","7625","35.94","19"
"4.0","599876884","2018-03-18","7625","48.02","17"
"9.0","583552751","2018-03-04","8743","49.29","21"
"90.0","587505055","2018-03-07","6831","48.96","12"
"140.0","598044575","2018-03-17","12060","49.06","3"
"18.0","595585155","2018-03-15","7625","27.66","4"
"34.58","607846527","2018-03-26","7625","45.6","2"
"12.0","581231180","2018-03-02","8743","49.52","20"
"8.0","582484443","2018-03-03","8743","49.37","47"
"150.0","595057867","2018-03-14","7625","29.83","1"
"5.0","583691074","2018-03-04","8743","48.16","6"
"12.0","618730813","2018-03-30","7625","28.75","4"
"8.0","605361159","2018-03-24","8743","45.03","5"
"14.0","585695106","2018-03-06","8743","49.01","105"
"143.09","603475633","2018-03-22","7625","29.1","13"
"37.82","604082238","2018-03-23","3234","36.68","0"
"11.4","612150411","2018-03-30","7625","27.42","2"
"4.0","582477578","2018-03-03","8743","47.86","44"
"11.0","607652405","2018-03-26","8743","44.84","7"
"11.0","588163095","2018-03-08","8743","47.68","362"
"0.0","593017258","2018-03-12","2003684","42.71",""
"8.41","607848534","2018-03-26","7625","28.64","9"
"579.98","595709207","2018-03-15","12874","44.29",""
"33.0","600065888","2018-03-19","8743","45.65","9"
"17.0","587422074","2018-03-07","7625","24.59","6"
"6.0","608265478","2018-03-27","8743","48.49","26"
"200.0","589430766","2018-03-09","1801","45.81","3"
"57.64","611259456","2018-03-30","6578","19.5","1"
"8.0","582486715","2018-03-03","8743","47.95","99"
"3.0","583137432","2018-03-03","7625","46.05","11"
"10.0","611268344","2018-03-30","8743","48.75","160"
"8.0","595401341","2018-03-14","7625","45.26","2"
"39.0","607046347","2018-03-25","7625","48.04","5"
"40.0","584663826","2018-03-05","5195","40.75","11"
"3.0","593943074","2018-03-13","8743","46.87","11"
"10.0","602767181","2018-03-21","8743","45.98","24"
"13.0","595112750","2018-03-14","8743","49.64","5"
"7.0","598128427","2018-03-17","8743","49.26","213"
"22.0","584113783","2018-03-04","8743","44.89","6"
"55.75","599319297","2018-03-18","1392","33.14","1"
"559.99","901936602","2018-03-02","2007014","28.5",""
"9.0","608097107","2018-03-26","8743","46.6","79"
"13.0","611070528","2018-03-30","8743","45.82","13"
"15.0","600450096","2018-03-19","7625","47.65","32"
"11.0","600818246","2018-03-19","7625","27.71","3"
"4.0","594326528","2018-03-13","8743","48.29","5"
"6.0","599710663","2018-03-18","7625","47.26","16"
"6.0","586475508","2018-03-06","8743","48.89","12"
"13.97","584953218","2018-03-05","14731","47.09","1"
"6.0","607942764","2018-03-26","7625","27.99","2"
"24.0","606132706","2018-03-24","8743","41.89","36"
"10.09","607390361","2018-03-26","14731","48.93","91"
"7.0","594439884","2018-03-14","8743","48.73","7"
"0.0","600695288","2018-03-19","2003684","42.71",""
"77.93","587462369","2018-03-07","133","24.9","9"
"5.4","598834177","2018-03-18","7625","49.42","32"
"9.0","608099755","2018-03-26","8743","49.38","249"
"6.0","598419842","2018-03-17","8743","49.11","43"
"9.0","606734899","2018-03-25","8743","47.56","10"
"4.0","580934836","2018-03-01","8743","48.94","20"
"9.0","584667499","2018-03-05","8743","48.56","20"
"31.7","600273427","2018-03-19","7625","46.29","11"
"15.0","600342124","2018-03-19","7625","27.51","2"
"2.0","588612290","2018-03-08","7625","47.3","10"
"2.0","606783321","2018-03-25","7625","48.4","35"
"11.85","610765080","2018-03-29","7625","45.7","73"
"8.0","607043864","2018-03-25","8743","45.7","160"
"13.3","599503691","2018-03-18","7625","45.51","4"
"8.0","601953672","2018-03-21","8743","46.87","104"
"7.0","602106369","2018-03-21","8743","48.36","62"
"292.0","597984683","2018-03-15","7625","29.99","6"
"10.0","596278114","2018-03-15","8743","47.06","20"
"7.84","609168409","2018-03-28","7625","28.94","2"
"847.85","612153683","2018-03-30","155","41.5",""
"9.0","607521491","2018-03-26","8743","45.15","20"
"13.0","602336739","2018-03-21","8743","47.29","37"
"2.0","604445750","2018-03-23","7625","48.64","33"
"2.0","608714770","2018-03-27","7625","43.38","12"
"4.0","602637566","2018-03-21","8743","49.41","543"
"10.0","601545280","2018-03-20","8743","49.73","77"
"8.0","596710270","2018-03-16","8743","49.37","143"
"18.0","610850188","2018-03-29","8743","48.73","17"
"94.98","581316757","2018-03-02","2001586","16.03","0"
"14.0","594082424","2018-03-13","8743","49.26","5"
"353.23","589614222","2018-03-09","7605","43.04","1"
"18.0","599341007","2018-03-18","8743","46.04","134"
"1326.0","592907494","2018-03-12","2207","43.06",""
"5.0","598014836","2018-03-17","8743","49.68","13"
"1.85","598804098","2018-03-18","7625","48.97","28"
"19.0","594444730","2018-03-14","7625","29.12","1"
"17.0","600378865","2018-03-19","7625","41.52","10"
"4.0","604786792","2018-03-23","7625","46.72","21"
"5.0","609165172","2018-03-28","7625","29.89","5"
"109.98","579882769","2018-03-01","2002304","42.72","1"
"8.1","583392471","2018-03-04","7625","42.24","22"
"5.0","583938531","2018-03-04","8743","42.33","27"
"1.0","590423276","2018-03-10","8743","49.36","22"
"14.0","598430204","2018-03-17","8743","40.06","7"
"11.0","607352752","2018-03-26","8743","47.24","11"
"4.0","581674303","2018-03-02","8743","47.73","696"
"344.98","597203525","2018-03-16","2003738","25.18",""
"11.95","604068427","2018-03-23","7625","44.88","6"
"8.0","583164367","2018-03-03","8743","47.91","25"
"44.99","595551772","2018-03-15","7625","43.01","52"
"7.0","581675288","2018-03-02","8743","48.12","12"
"10.9","596714204","2018-03-16","14732","48.28","61"
"3.09","585738562","2018-03-06","7625","48.43","25"
"10.0","606484166","2018-03-25","8743","45.66","216"
"4.0","585311802","2018-03-05","7625","47.15","8"
"4.0","598815100","2018-03-18","7625","28.1","13"
"69.94","599166445","2018-03-18","2003774","45.5","6"
"15.26","601688303","2018-03-20","1632","41.88",""
"129.82","600478795","2018-03-19","7625","25.88","3"
"6.0","595555135","2018-03-15","7625","40.3","29"
"4.0","598814526","2018-03-18","8743","46.14","365"
"76.59","606361026","2018-03-25","2001193","34.53","1"
"4.75","604841402","2018-03-23","7625","46.75","195"
"3.62","603532851","2018-03-22","7625","44.37","22"
"27.1","587278492","2018-03-07","1632","37.99",""
"6.0","596166344","2018-03-15","8743","48.74","19"
"14.0","590956315","2018-03-10","8743","46.67","50"
"2.7","583099151","2018-03-03","7625","47.6","6"
"7.0","584123303","2018-03-04","8743","48.48","32"
"5.0","588162399","2018-03-08","8743","48.71","168"
"8.0","588500898","2018-03-08","8743","47.83","6"
"34.0","604220878","2018-03-23","7625","47.64","2"
"12.0","600887814","2018-03-19","8743","48.49","117"
"4.0","593646888","2018-03-13","8743","47.63","12"
"8.0","609719658","2018-03-28","8743","49.22","10"
"0.0","595640091","2018-03-15","2003684","42.71",""
"5.0","589959109","2018-03-09","8743","48.64","102"
"527.0","584074188","2018-03-04","7625","32.84","12"
"2.0","583392311","2018-03-04","7625","44.3","41"
"6.7","581668799","2018-03-02","7625","27.1","2"
"7.0","588946844","2018-03-08","8743","48.67","144"
"7.0","589948706","2018-03-09","8743","48.36","63"
"6.0","598647398","2018-03-17","8743","47.14","16"
"7.0","610048779","2018-03-29","8743","47.13","17"
"61.7","611341237","2018-03-30","7625","29.85","1"
"36.0","602868770","2018-03-21","7625","45.19","10"
"12.99","611329400","2018-03-30","377","21.99","1"
"10.8","595685708","2018-03-15","7625","46.92","10"
"4.0","597400723","2018-03-16","8743","49.37","128"
"0.0","595683466","2018-03-15","2003684","42.71",""
"290.0","602105288","2018-03-21","6831","33.48","1"
"3.0","581682288","2018-03-02","8743","47.77","70"
"349.0","606787744","2018-03-25","9907","0.0",""
"18.9","602179668","2018-03-21","7625","43.98","116"
"5.0","601897344","2018-03-20","8743","49.1","113"
"8.27","606230873","2018-03-25","7625","46.68","7"
"5.4","581671117","2018-03-02","7625","45.26","170"
"150.5","611921142","2018-03-30","5195","45.27","76"
"13.0","609160892","2018-03-28","8743","44.08","28"
"13.0","596890170","2018-03-16","7625","26.77","2"
"0.0","589210395","2018-03-09","2003684","42.71",""
"4.0","609734699","2018-03-28","8743","47.01","25"
"2.0","588171081","2018-03-08","7625","45.45","40"
"13.0","600506770","2018-03-19","7625","35.79","6"
"44.0","585656238","2018-03-06","7863","20.01","38"
"35.11","585732133","2018-03-06","7625","47.02","6"
"12.99","598432041","2018-03-17","2003738","48.51",""
"6.0","602629844","2018-03-21","8743","46.79","17"
"16.01","607638453","2018-03-26","7625","4.62","33"
"0.0","595705265","2018-03-15","2003684","42.71",""
"3.0","581992269","2018-03-02","8743","49.0","31"
"2.0","584489046","2018-03-04","7625","27.12","2"
"320.0","590070162","2018-03-10","7863","47.26","1620"
"11.0","589106494","2018-03-09","8743","47.73","61"
"50.0","585735061","2018-03-06","12718","47.0","0"
"5.95","607847039","2018-03-26","7625","0.0","13"
"120.0","600357067","2018-03-19","7625","29.58","10"
"179.0","586757182","2018-03-07","7625","28.17","2"
"3.0","607651410","2018-03-26","8743","48.79","680"
"11.0","611104567","2018-03-30","8743","47.27","1254"
"10.0","582028456","2018-03-02","8743","48.46","433"
"5.0","601948451","2018-03-21","7625","46.89","21"
"161.0","597802607","2018-03-17","1801","41.35","2"
"8.0","581478014","2018-03-02","8743","40.47","15"
"80.79","596194308","2018-03-15","2001268","42.55","4"
"58.77","607203434","2018-03-26","7625","28.51","1"
"4.0","600561023","2018-03-19","8743","48.37","162"
"15.0","600275227","2018-03-19","7625","27.71","7"
"188.73","596058326","2018-03-15","2874","39.36",""
"830.34","598520537","2018-03-17","13601","28.05","0"
"6.0","590352665","2018-03-10","8743","47.72","37"
"5.78","604075074","2018-03-23","7625","48.08","22"
"5.0","600192175","2018-03-19","8743","47.59","307"
"3.94","579880363","2018-03-01","7625","26.85","2"
"250.0","586731779","2018-03-07","5195","39.82","0"
"2.0","598760119","2018-03-18","7625","26.81","5"
"1.0","604008696","2018-03-22","8743","47.41","304"
"2.0","597547518","2018-03-17","7625","44.56","23"
"259.98","608735206","2018-03-27","6189","19.13","3"
"8.0","587422332","2018-03-07","8743","47.73","28"
"1010.0","589207047","2018-03-09","7625","47.63","2"
"2049.9","602638460","2018-03-21","15067","48.16",""
"908.29","579933497","2018-03-01","12507","29.6","4"
"680.45","587575699","2018-03-07","2003738","9.18",""
"65.54","588487859","2018-03-08","7625","40.31","41"
"21.48","604071028","2018-03-23","7625","27.62","5"
"6.0","611677679","2018-03-30","7625","49.36","18"
"2.0","600452150","2018-03-19","7625","47.45","25"
"7.0","598144601","2018-03-17","8743","46.73","2"
"5.0","581981614","2018-03-02","8743","47.59","10"
"10.0","598513697","2018-03-17","8743","47.54","72"
"10.0","599944064","2018-03-19","8743","49.25","56"
"7.0","604841370","2018-03-23","7625","28.27","9"
"60.95","588957295","2018-03-09","2003200","32.14","1"
"4.0","607224326","2018-03-26","8743","48.46","5"
"6.8","603136385","2018-03-22","7625","13.03","1"
"276.45","606589494","2018-03-25","7625","48.03","7"
"79.99","584851892","2018-03-05","2003738","48.05",""
"514.77","604166025","2018-03-23","8886","34.55",""
"38.3","585744033","2018-03-06","494","31.55","2"
"17.4","611361106","2018-03-30","7625","41.3","20"
"10.0","582940366","2018-03-03","8743","45.82","29"
"7.0","595085670","2018-03-14","8743","46.3","19"
"276.85","605198636","2018-03-24","7625","35.7","4"
"2.0","581561407","2018-03-02","7625","43.45","20"
"2.0","605947263","2018-03-24","7625","24.73","6"
"354.97","598636828","2018-03-17","2003738","49.19",""
"13.0","596696039","2018-03-16","8743","45.41","39"
"14.0","608231380","2018-03-27","8743","46.82","896"
"7.0","610838534","2018-03-29","8743","48.47","201"
"11.0","618719582","2018-03-30","7625","29.32","31"
"12.0","606355623","2018-03-25","7625","29.55","2"
"65.21","592874778","2018-03-12","2002889","49.71","1"
"24.85","605827017","2018-03-24","7625","29.04","7"
"7.0","584136501","2018-03-04","8743","47.86","45"
"3.0","598850045","2018-03-18","7625","43.26","5"
"2.0","580640894","2018-03-01","7625","29.77","1"
"95.0","603690079","2018-03-22","7625","29.23","8"
"10.91","581308379","2018-03-02","14731","48.59","53"
"6.0","588170423","2018-03-08","8743","48.46","83"
"8.0","610814327","2018-03-29","8743","47.64","111"
"25.0","606653885","2018-03-25","8743","43.36","40"
"10.0","600504519","2018-03-19","8743","48.93","1088"
"413.51","600380446","2018-03-19","2207","45.06",""
"8.65","597403431","2018-03-16","7625","44.6","98"
"258.0","588648599","2018-03-08","7625","29.88","8"
"7.65","590025191","2018-03-10","7625","47.61","53"
"22.36","593858812","2018-03-13","71","48.34","41"
"13.0","603217134","2018-03-22","8743","44.79","545"
"8.0","597470741","2018-03-16","8743","48.93","12"
"18.0","595475591","2018-03-15","8743","47.78","359"
"4.0","608039580","2018-03-26","8743","48.59","73"
"2.0","609777569","2018-03-28","7625","27.63","7"
"8.0","611095221","2018-03-30","8743","48.5","8"
"35.0","605393233","2018-03-24","8743","45.8","19"
"6.97","588146640","2018-03-08","14731","48.43","360"
"7.0","610814273","2018-03-29","8743","45.52","63"
"1.7","586761072","2018-03-07","7625","47.57","45"
"199.99","593644092","2018-03-13","155","44.86",""
"322.4","594482512","2018-03-14","7625","28.23","7"
"6.0","606358786","2018-03-25","7625","14.95","2"
"3.88","607209566","2018-03-26","7625","48.79","29"
"1.95","584138449","2018-03-04","7625","47.73","34"
"6.83","607842527","2018-03-26","7625","46.98","6"
"10.0","608624155","2018-03-27","8743","46.46","21"
"49.5","590009442","2018-03-09","5309","29.58",""
"30.6","602169740","2018-03-21","7625","28.87","9"
"121.0","608081899","2018-03-26","7625","27.71","12"
"5.45","593933308","2018-03-13","14731","46.91","581"
"2.0","587566346","2018-03-07","7625","48.78","8"
"12.8","603371079","2018-03-22","9135","48.68","1"
"16.0","590077753","2018-03-10","7625","28.82","49"
"3947.34","584946246","2018-03-05","2000238","46.44",""
"4.0","611058833","2018-03-30","7625","46.01","11"
"19.0","606225376","2018-03-25","8743","46.34","143"
"55.5","609760447","2018-03-28","7863","49.88","1"
"7.0","593030234","2018-03-12","8743","47.36","28"
"6.97","605362106","2018-03-24","14731","48.97","2630"
"8.0","583265152","2018-03-03","7625","44.41","6"
"2.0","584679348","2018-03-05","7625","29.47","3"
"11.92","600574528","2018-03-19","7625","28.18","1"
"10.0","607046252","2018-03-25","7625","44.75","5"
"34.23","590072059","2018-03-10","7625","48.51","12"
"35.1","593428268","2018-03-13","7625","72.85","11"
"24.99","596289247","2018-03-15","3164","91.4","1"
"1.0","610209401","2018-03-29","7625","51.22","1"
"2.28","610470189","2018-03-29","7625","56.88","2"
"29.75","589200134","2018-03-09","7625","80.84","2"
"1.0","582472565","2018-03-03","7625","86.21","1"
"7.51","594002277","2018-03-13","7625","54.42","22"
"312.45","585449300","2018-03-05","10153","81.51","0"
"2.4","584136497","2018-03-04","7625","74.82","1"
"283.5","584675552","2018-03-05","7625","71.88","50"
"19.0","582107446","2018-03-02","7625","63.97","3"
"2.0","587310172","2018-03-07","7625","56.79","3"
"0.5","604447636","2018-03-18","7625","95.11","3"
"1.95","602099678","2018-03-21","7625","94.09","1"
"0.5","607496757","2018-03-26","7625","91.51","1"
"0.5","607386302","2018-03-26","7625","85.9","1"
"7.0","580928186","2018-03-01","7625","84.47","4"
"22.83","590504711","2018-03-10","7625","60.51","1"
"47.38","596814020","2018-03-16","7625","76.82","1"
"351.0","584663051","2018-03-05","7625","81.21","1"
"2.0","594474747","2018-03-14","7625","79.94","3"
"89.05","607141138","2018-03-25","7625","80.74","1"
"4.0","611856823","2018-03-30","7625","71.42","11"
"20.0","593045514","2018-03-12","7625","69.11","1"
"8.0","605190365","2018-03-24","7625","67.42","1"
"2.0","603136611","2018-03-22","7625","82.32","1"
"34.58","608085341","2018-03-26","7625","88.17","105"
"26.82","608859230","2018-03-27","7625","77.65","2"
"19.72","605221280","2018-03-24","7625","51.44","15"
"520.0","903931654","2018-03-28","2007014","94.19",""
"146.2","583106612","2018-03-03","7625","55.42","11"
"3.97","592450144","2018-03-12","7625","54.92","1"
"63.9","592871388","2018-03-12","7625","50.38","15"
"22.92","599874425","2018-03-18","7625","66.28","1"
"2.0","583506865","2018-03-04","7625","89.55","3"
"4.0","601067032","2018-03-20","7625","87.22","2"
"3.0","590202831","2018-03-10","7625","70.94","4"
"15.7","596304369","2018-03-15","7625","65.11","1"
"17.1","584431292","2018-03-04","7625","82.33","5"
"30.85","582166721","2018-03-02","7625","63.77","12"
"32.06","589809265","2018-03-09","7625","80.99","1"
"16.0","608854336","2018-03-27","7625","89.54","1"
"11.9","585173160","2018-03-05","7625","55.77","15"
"2.0","586881697","2018-03-07","7625","56.54","3"
"63.0","600945125","2018-03-20","7625","83.45","1"
"42.45","591437443","2018-03-11","7625","70.99","4"
"4.0","585737009","2018-03-06","7625","92.51","1"
"1.0","582985180","2018-03-03","7625","93.95","1"
"49.99","579878408","2018-03-01","377","84.19","1"
"1.0","603645220","2018-03-22","7625","73.51","1"
"2.0","583141055","2018-03-03","7625","87.31","2"
"0.5","601509298","2018-03-20","7625","98.09","1"
"12.99","594473180","2018-03-14","377","92.68","1"
"4.0","608736647","2018-03-27","7625","79.25","5"
"43.4","581841117","2018-03-02","7625","92.29","1"
"5.85","603753406","2018-03-22","7625","87.65","1"
"18.33","588450198","2018-03-08","7625","79.59","6"
"9.0","581306756","2018-03-02","7625","59.1","9"
"22.8","603474391","2018-03-22","7625","77.14","2"
"938.99","903150136","2018-03-26","2007014","67.93",""
"23.95","609993829","2018-03-28","7625","86.9","2"
"39.68","600157148","2018-03-19","7625","77.03","4"
"16.0","583122883","2018-03-03","7625","94.1","1"
"20.8","604835139","2018-03-23","7625","86.26","2"
"56.02","603550595","2018-03-22","407","58.54",""
"18.07","593420782","2018-03-13","7625","71.03","1"
"2.0","597499004","2018-03-16","7625","67.77","7"
"24.73","588425189","2018-03-08","7625","83.57","1"
"1.95","600888887","2018-03-19","7625","91.02","1"
"2.0","596764283","2018-03-16","7625","61.44","3"
"67.68","592446832","2018-03-12","7625","50.3","2"
"2.0","608877216","2018-03-27","7625","94.58","4"
"77.0","586167577","2018-03-06","7625","82.8","2"
"3.0","588739370","2018-03-08","7625","80.86","4"
"18.75","605639045","2018-03-24","7625","70.81","15"
"17.0","596448461","2018-03-15","7625","57.48","4"
"126.8","584501440","2018-03-04","7625","87.26","1"
"1.0","604075399","2018-03-23","7625","85.0","1"
"2.0","585004390","2018-03-05","7625","63.5","2"
"31.75","603200454","2018-03-22","7625","75.2","143"
"19.0","581202653","2018-03-02","7625","59.24","2"
"62.1","612035061","2018-03-30","7625","78.97","1"
"2.0","595566524","2018-03-15","7625","84.79","4"
"5.0","610015802","2018-03-28","7625","93.65","2"
"7.94","580644460","2018-03-01","7625","73.5","1"
"665.99","904753614","2018-03-22","2007014","74.34",""
"12.0","610069630","2018-03-29","7625","69.4","2"
"17.0","589823050","2018-03-09","7625","80.5","4"
"8.0","611575427","2018-03-30","7625","97.38","1"
"25.04","608831607","2018-03-27","7625","75.74","11"
"3.8","589555756","2018-03-09","7625","68.95","2"
"16.0","600884728","2018-03-19","7625","56.9","1"
"2.0","592455749","2018-03-12","7625","80.69","2"
"44.0","599990823","2018-03-19","7625","55.82","1"
"840.0","904283230","2018-03-21","2007014","54.57",""
"5.0","610149487","2018-03-29","7625","88.21","2"
"1.23","581851430","2018-03-02","7625","67.69","1"
"45.03","600089396","2018-03-19","7625","83.4","12"
"30.35","598789882","2018-03-18","7625","61.86","2"
"3.19","590411509","2018-03-10","7625","81.44","15"
"177.64","585293356","2018-03-05","4829","98.32","2"
"1024.99","903344369","2018-03-28","2007014","58.06",""
"365.0","600976139","2018-03-20","12258","85.27",""
"1.0","610178372","2018-03-29","7625","52.82","1"
"12.0","580103599","2018-03-01","7625","54.0","6"
"31.0","606795837","2018-03-25","7625","65.36","3"
"88.6","607426196","2018-03-26","7625","53.15","4"
"33.0","600514705","2018-03-19","7625","97.14","1"
"472.75","587121547","2018-03-07","71","78.86","1"
"3.0","612023434","2018-03-30","7625","58.42","8"
"10.18","608245240","2018-03-27","7625","94.01","1"
"42.0","597055544","2018-03-16","7625","53.26","2"
"32.0","593644003","2018-03-13","7863","62.46","3"
"13.45","588617852","2018-03-08","7625","93.5","26"
"4.25","586730213","2018-03-07","7625","59.21","18"
"0.5","603034235","2018-03-22","7625","86.45","1"
"28.0","599864713","2018-03-18","7625","70.64","2"
"21.2","590651884","2018-03-10","7625","52.56","4"
"2.0","590200259","2018-03-10","7625","81.56","4"
"5.0","589763481","2018-03-09","7625","59.09","9"
"938.99","904810670","2018-03-17","2007014","80.58",""
"1.95","599579349","2018-03-18","7625","87.95","1"
"86.13","599830574","2018-03-18","407","80.94",""
"75.1","606218298","2018-03-25","7625","85.32","1"
"13.0","612021543","2018-03-30","7625","60.44","3"
"4.0","581043613","2018-03-02","7625","64.4","4"
"876.0","904040293","2018-03-25","2007014","77.86",""
"160.9","582085645","2018-03-02","7625","57.62","34"
"55.44","586815711","2018-03-07","7625","67.22","1"
"46.56","583622139","2018-03-04","7625","71.56","4"
"63.0","599161699","2018-03-05","7625","79.08","19"
"0.5","599004697","2018-03-18","7625","94.62","1"
"19.0","585811603","2018-03-06","7625","56.8","2"
"24.0","581199842","2018-03-02","7625","69.45","1"
"2.0","601040790","2018-03-20","7625","84.99","9"
"3.0","584386422","2018-03-04","7625","56.04","3"
"32.36","581208507","2018-03-02","3573","97.97",""
"14.5","596306333","2018-03-15","7625","98.34","1"
"938.99","904153200","2018-03-29","2007014","65.64",""
"0.5","590937056","2018-03-10","7625","95.91","1"
"2.0","605827640","2018-03-24","7625","51.61","2"
"81.0","586747656","2018-03-07","7625","76.32","5"
"1.97","597545828","2018-03-17","7625","53.09","1"
"1.0","581242603","2018-03-02","7625","61.55","1"
"2.0","593861270","2018-03-13","7625","85.3","16"
"1.95","610377834","2018-03-29","7625","92.32","1"
"0.5","601552076","2018-03-20","7625","87.22","1"
"3.0","587313217","2018-03-07","7625","96.25","2"
"4.0","584111394","2018-03-04","7625","77.33","2"
"2.0","595601213","2018-03-15","7625","79.06","5"
"101.6","596752204","2018-03-16","7625","64.92","2"
"4.85","601746302","2018-03-20","7625","72.79","3"
"26.0","605123521","2018-03-23","7625","90.1","3"
"938.99","902655618","2018-03-16","2007014","96.13",""
"31.05","596273004","2018-03-14","7625","73.79","64"
"2.0","599665841","2018-03-18","7625","63.03","5"
"2.0","605874590","2018-03-24","7625","66.48","1"
"2.0","606595080","2018-03-25","7625","56.34","7"
"0.25","583509456","2018-03-04","7625","95.24","1"
"9.86","606734186","2018-03-25","7625","85.53","1"
"99.0","588114087","2018-03-08","7285","89.04",""
"207.88","588452660","2018-03-08","2209","97.19","3"
"1.8","593747112","2018-03-13","7625","66.03","12"
"0.5","611696841","2018-03-30","7625","87.65","1"
"4.0","590389417","2018-03-10","7625","81.32","2"
"15.0","584891856","2018-03-05","7625","70.35","1"
"39.0","606595899","2018-03-25","7625","87.82","2"
"31.0","599911378","2018-03-19","7625","69.23","1"
"938.99","904040571","2018-03-26","2007014","70.94",""
"8.05","587438549","2018-03-07","7625","69.47","22"
"18.0","588658192","2018-03-08","7625","70.99","2"
"2.0","581131066","2018-03-02","7625","70.36","2"
"660.08","610806101","2018-03-29","71","86.67","2"
"3.0","611329615","2018-03-30","7625","90.21","3"
