case,created_at,amount,risk_score,user_account_aggregate_order_count,merchant
528223134,07/01/2018,$78.55,59.52,1,7625
537832098,17/01/2018,$1.25,54.86,1,7625
534459868,14/01/2018,$14,56.74,3,7625
526175424,05/01/2018,$3.3,61.67,2,7625
537104830,17/01/2018,$8,50.53,5,7625
523651016,03/01/2018,$137,63.71,,8886
523147054,03/01/2018,$30.05,89.08,8,7625
536258448,16/01/2018,$44.4,51.52,3,7625
530106819,09/01/2018,$7,94.33,1,7625
523597815,03/01/2018,$16,85.96,1,7625
531982137,11/01/2018,$8,74.21,4,7625
531319180,11/01/2018,$63,88.37,,8886
546803659,27/01/2018,$49.21,74.79,1,7625
537009549,17/01/2018,$2,88.2,2,7625
522892371,02/01/2018,$6,55.97,3,7625
536815179,16/01/2018,$11.7,88.95,14,7625
524885749,04/01/2018,$163.91,60.88,,8886
537395685,17/01/2018,$799,84.85,3,3164
548737443,29/01/2018,$7.01,62.23,1,7625
533973381,13/01/2018,$6,66.15,1,7625
527312157,07/01/2018,$9,99.76,3,7625
534596620,14/01/2018,$6,79.08,2,7625
534212234,14/01/2018,$32,66.16,1,7625
531701627,11/01/2018,$1.9,53.95,4,7625
528385525,08/01/2018,$1.24,63.86,1,7625
530919306,10/01/2018,$43,53.94,1,7625
531728082,11/01/2018,$1,97.4,1,7625
522929066,02/01/2018,$14,80.99,5,7625
545111055,25/01/2018,$170,67.33,,8886
533005524,12/01/2018,$88,94.49,11,7625
522853586,02/01/2018,$119.67,51.44,2,7625
528671025,08/01/2018,$502,67.2,,8886
526155546,05/01/2018,$252,57.14,,8886
521554602,01/01/2018,$326.02,69.67,1,7625
545592294,26/01/2018,$13.6,85.63,3,7625
539783423,19/01/2018,$3,61.55,12,7625
526191411,05/01/2018,$4,65.38,2,7625
537822818,17/01/2018,$11,50.55,9,7625
534415056,14/01/2018,$5.94,87.6,1,7625
528569135,08/01/2018,$134,64.82,,8886
546081229,26/01/2018,$276,62.23,6,7625
544771361,25/01/2018,$2,99.72,1,7625
528669434,08/01/2018,$29.75,91.81,1,7625
536740259,16/01/2018,$2.31,81.65,1,7625
523597790,03/01/2018,$41,70.9,4,7625
531417455,11/01/2018,$63,68.49,1,7625
525631405,01/01/2018,$2,63.36,6,7625
542545284,22/01/2018,$26,65.38,1,7625
522103409,01/01/2018,$2.41,52.46,1,7625
534228807,14/01/2018,$154.34,57.41,,8886
544776662,25/01/2018,$6.99,74.18,14,7625
522609726,02/01/2018,$661.84,55.18,1,71
533975437,13/01/2018,$76.35,81.89,2,7625
535056311,14/01/2018,$8.82,84.63,2,7625
528577680,08/01/2018,$14.05,96.46,1,7625
545122118,25/01/2018,$15,66.3,4,7625
523320539,03/01/2018,$25.33,77.69,2,7625
544247435,24/01/2018,$52,95.45,3,7625
526322603,06/01/2018,$82.65,77.56,1,7625
533481880,13/01/2018,$440.16,56.17,,8886
537434792,17/01/2018,$8.33,91.87,14,7625
544695272,25/01/2018,$91,65.54,2,7625
525184245,05/01/2018,$168,81.62,,8886
526437675,06/01/2018,$214,61.48,2,7625
523624121,03/01/2018,$1,73.79,1,7625
524982116,04/01/2018,$111,75.03,2,7625
542231318,22/01/2018,$21,72.21,2,7625
538234118,18/01/2018,$69,83.72,3,7625
529637554,09/01/2018,$234.9,57.29,4,7625
526667850,06/01/2018,$2,77.29,4,7625
526610426,06/01/2018,$1347,65.98,,8886
530085021,09/01/2018,$72,69.67,,8886
547838881,28/01/2018,$1.27,68.61,1,7625
536256771,16/01/2018,$1755.05,74.59,1,7625
533008022,12/01/2018,$5,71.23,3,7625
537424123,17/01/2018,$9,61.79,2,7625
529745592,09/01/2018,$38,86.66,1,7625
526559293,06/01/2018,$41.2,62.86,19,7625
529798082,09/01/2018,$54,60.29,1,7625
526312248,06/01/2018,$60,92.31,1,7625
538737578,18/01/2018,$1.99,76.91,1,7625
543097335,23/01/2018,$66,89.77,3,7625
528188563,07/01/2018,$2.03,69.5,1,7625
523637645,03/01/2018,$250,61.67,,8886
535498506,15/01/2018,$4,56.57,1,7625
535499569,15/01/2018,$4,53.18,1,7625
524895724,04/01/2018,$64,87.41,1,7625
542765895,22/01/2018,$4.95,86.92,1,7625
531201625,11/01/2018,$1.24,81.81,1,7625
531204019,11/01/2018,$1,94.85,1,7625
525562045,04/01/2018,$2,66.77,2,7625
538072649,18/01/2018,$1,75.6,1,7625
527341568,07/01/2018,$16.77,69.82,5,7625
534025606,13/01/2018,$1,97.04,1,7625
541795376,21/01/2018,$1,91.07,1,7625
537161566,17/01/2018,$24,93.34,8,7625
530769026,10/01/2018,$292,56.91,,8886
539729015,12/01/2018,$12.6,67.58,21,7625
546144482,26/01/2018,$5,86.19,3,7625
546127384,26/01/2018,$1,79.99,5,8743
525189576,05/01/2018,$61.52,64.81,,8886
538151427,18/01/2018,$75.62,81.59,12,7625
544658135,25/01/2018,$6,76.72,1,7625
533662692,13/01/2018,$150.8,84.91,1,7625
538080299,18/01/2018,$41.79,52.4,,7437
522593260,02/01/2018,$1.22,51.04,1,7625
541352074,21/01/2018,$28.78,59.7,3,7625
523110286,03/01/2018,$3,87.52,3,7625
541280680,21/01/2018,$2,95.9,1,7625
533366870,13/01/2018,$62,56.17,4,7625
541986716,22/01/2018,$18,61.01,2,7625
525012237,04/01/2018,$146.5,62,1,7625
541169305,21/01/2018,$12.8,86,10,7625
543259836,23/01/2018,$8.36,69.7,2,7625
552546660,27/01/2018,$93.28,55.58,1,7625
541944729,22/01/2018,$28.03,92.2,1,7625
526033482,05/01/2018,$6.04,75.79,10,7625
535331880,15/01/2018,$29,52.15,3,7625
521554885,01/01/2018,$1,69.36,1,7625
541187550,21/01/2018,$10.78,56.24,1,7625
548580664,29/01/2018,$8.9,78.29,1,7625
529780490,09/01/2018,$37,76.96,3,7625
522433694,02/01/2018,$619.04,87.19,2,2209
531380561,11/01/2018,$96,62.83,1,7625
530989418,10/01/2018,$6.27,82.23,20,7625
529381646,09/01/2018,$8.05,78.27,1,7625
549124456,29/01/2018,$98.04,71.26,,8886
528198234,07/01/2018,$100.9,97.77,1,9839
548873755,29/01/2018,$20.06,69.59,1,7625
543683242,24/01/2018,$56,81.79,3,7625
537115434,17/01/2018,$2,83.09,5,7625
528392687,08/01/2018,$96.9,72.08,1,7625
534219235,14/01/2018,$32.3,80.02,5,7625
522216614,02/01/2018,$56.8,66.72,1,7625
547787544,27/01/2018,$15,58.86,14,7625
542517528,22/01/2018,$13,90.59,1,7625
535167577,15/01/2018,$33,73.86,3,7625
536739283,16/01/2018,$63.57,97.59,0,10153
530575448,10/01/2018,$1.23,51.28,1,7625
531824267,11/01/2018,$14,76.49,4,7625
522063502,01/01/2018,$43.7,68.95,6,7625
522403009,02/01/2018,$34.68,81.71,11,7625
523855771,03/01/2018,$4,84.72,1,7625
538830342,18/01/2018,$17,62.77,1,7625
544503823,24/01/2018,$211.74,52.11,2,7625
524820876,04/01/2018,$37.95,94.73,1,6831
539846562,19/01/2018,$93.54,90.1,1,7625
534251534,14/01/2018,$5.76,79.23,6,7625
531916731,11/01/2018,$2,84.67,1,7625
533735404,13/01/2018,$65.84,69.42,2,7625
544324516,24/01/2018,$17.88,94.71,33,7625
523329256,03/01/2018,$1.03,64.53,1,7625
524917048,04/01/2018,$1,92.96,1,7625
531735399,11/01/2018,$2.01,50.11,2,7625
547632195,28/01/2018,$18.95,93.11,24,7625
545747161,26/01/2018,$28,53.15,2,7625
528521185,08/01/2018,$200,70.7,,8886
528503273,08/01/2018,$10.85,56.68,2,7625
539308422,19/01/2018,$54.95,74.39,1,7625
538435666,18/01/2018,$5.98,77.85,1,7625
525980797,05/01/2018,$16,72.46,12,7625
542225366,22/01/2018,$33,73.94,1,7625
542677100,22/01/2018,$67.79,82.73,9,7625
523943126,03/01/2018,$12.35,89.49,2,7625
521810889,01/01/2018,$4,52.98,1,7625
539567488,19/01/2018,$2.42,67.42,2,7625
548649562,29/01/2018,$1,97.74,1,7625
547860042,28/01/2018,$12.35,83.71,3,7625
541866477,22/01/2018,$3,88.37,1,7625
547787596,28/01/2018,$5.91,79.34,8,7625
534244393,14/01/2018,$3,82.89,3,7625
534411888,14/01/2018,$3.96,93.49,6,7625
523327520,03/01/2018,$1.24,69.56,1,7625
538913465,18/01/2018,$4,52.61,2,7625
525126654,05/01/2018,$66,93.98,4,7625
521686116,01/01/2018,$1.21,84.65,1,7625
525397554,05/01/2018,$121,59.67,,8886
526179214,05/01/2018,$117,53.19,,8886
526452224,06/01/2018,$7.8,72.7,1,7625
535768016,15/01/2018,$1,64.44,2,7625
528510840,08/01/2018,$1,92.17,1,7625
536740230,16/01/2018,$12.89,99.29,2,7625
546923541,20/01/2018,$58,94.07,11,7625
542322889,22/01/2018,$57.5,63.74,2,7625
525124287,05/01/2018,$199.98,55.51,,2268
521904077,01/01/2018,$4,68.39,6,7625
545599000,26/01/2018,$385.39,60.19,,8886
526571684,06/01/2018,$6.3,62.87,45,7625
541688283,21/01/2018,$16.81,87.17,1,7625
534228593,14/01/2018,$84,88.76,1,7625
549117847,29/01/2018,$2,90.28,1,7625
536021674,15/01/2018,$1.95,74.69,1,7625
534976652,14/01/2018,$82.97,64.48,1,7625
535382013,15/01/2018,$1,97.11,1,7625
523150041,03/01/2018,$1.03,70.41,1,7625
539337719,19/01/2018,$1,56.86,1,7625
553952293,27/01/2018,$79,83.97,4,7625
543345289,23/01/2018,$9.35,63.52,2,7625
527344166,07/01/2018,$42.4,96,10,7625
531736482,11/01/2018,$80,84.07,,8886
523020028,02/01/2018,$40,76.18,,8886
543255469,23/01/2018,$20,76.53,2,7625
541763002,21/01/2018,$79,70.23,2,7625
534207796,14/01/2018,$27.29,96.41,1,7625
525594289,05/01/2018,$37.7,66.95,1,7625
533276188,13/01/2018,$26.1,98.38,12,7625
546907080,20/01/2018,$66,90.35,11,7625
543932660,24/01/2018,$74.19,84.64,,15285
544129055,24/01/2018,$18.18,91.73,1,7625
528414269,08/01/2018,$18.35,95.24,3,7625
524994775,04/01/2018,$10.65,52.97,5,7625
530079473,09/01/2018,$35,92.3,1,7625
531501852,11/01/2018,$87,95.41,2,6831
526667132,06/01/2018,$77.67,55.66,1,7625
525003378,04/01/2018,$228,50.85,,8886
545686483,26/01/2018,$107.2,73.66,,2235
537191723,17/01/2018,$57.8,91.67,27,7625
534514606,13/01/2018,$2.99,86.84,1,7625
548586900,29/01/2018,$42,78.69,2,7625
527227462,07/01/2018,$3.9,95.04,1,7625
526442838,06/01/2018,$35,70.51,1,7625
535348464,15/01/2018,$64,61.64,1,7625
534172687,14/01/2018,$2.2,64.43,1,7625
529845084,09/01/2018,$17.1,89.43,1,7625
527332195,07/01/2018,$34,64.31,1,7625
527337394,07/01/2018,$2,84.99,1,7625
535346200,15/01/2018,$53,71.13,2,7625
529792267,09/01/2018,$206,76.97,,8886
540982688,21/01/2018,$197.64,66.95,1,7625
527213529,06/01/2018,$3,54.21,4,7625
538151237,18/01/2018,$37.95,87.94,,7438
522321276,02/01/2018,$47.79,81.55,18,7625
534361167,14/01/2018,$39.5,77.28,3,7625
544065292,24/01/2018,$2,77.42,2,7625
522405398,02/01/2018,$59,91.88,3,7625
544187737,24/01/2018,$21,54.17,1,7625
552772401,29/01/2018,$4,88.21,10,7625
533113327,12/01/2018,$2,50.47,4,7625
528781524,08/01/2018,$1.8,79.71,1,7625
525586534,05/01/2018,$1,98.14,1,7625
523862869,03/01/2018,$197,65.25,,8886
522197477,02/01/2018,$1,99.2,1,7625
533991404,13/01/2018,$62.9,73.74,6,7625
548183898,28/01/2018,$27,64.51,1,7625
526137156,05/01/2018,$106.35,66.15,1,7625
525436790,05/01/2018,$48.45,93.32,1,7625
531731502,11/01/2018,$951.5,50.08,,8886
533939400,13/01/2018,$9,83.55,8,7625
548546890,29/01/2018,$40,91.62,33,7625
522405264,02/01/2018,$1.85,91.76,16,7625
538487154,18/01/2018,$54.17,51.66,2,7625
528234384,07/01/2018,$468,67.68,,8886
541856163,22/01/2018,$50.03,66.74,1,7625
534016304,13/01/2018,$24.08,97.94,1,7625
531492170,11/01/2018,$6.9,89.95,1,7625
529221768,09/01/2018,$13.3,77.08,1,7625
531101448,10/01/2018,$63.01,82.57,1,7625
526440535,06/01/2018,$82,57.36,1,7625
545592382,26/01/2018,$44.1,58.38,5,7625
522265892,02/01/2018,$31,64.85,4,7625
529012853,08/01/2018,$30.95,61.96,3,7625
526658066,06/01/2018,$2,68.09,20,7625
526135459,05/01/2018,$3,51.57,15,7625
537653582,17/01/2018,$46,67.49,1,7625
523773590,03/01/2018,$426.5,52.72,,8886
535998526,15/01/2018,$2,84.41,19,7625
526641794,02/01/2018,$5,87.52,4,7625
523428265,03/01/2018,$20.77,96.77,1,7625
540464315,20/01/2018,$39,76.7,4,7625
547634395,28/01/2018,$79.3,78.73,3,7625
528279780,08/01/2018,$9.91,69.38,2,7625
526665656,06/01/2018,$11.36,53.64,1,7625
539724438,19/01/2018,$106.7,87.14,91,7625
540374179,16/01/2018,$497,80.05,1,7625
540981887,21/01/2018,$15.45,81.25,6,7625
524363321,04/01/2018,$67.65,83.55,10,7625
542077512,22/01/2018,$4,75.75,9,7625
530616139,10/01/2018,$19.8,69.73,1,7625
529329762,09/01/2018,$17,83.21,1,7625
543842777,24/01/2018,$1,95.14,1,7625
531414373,11/01/2018,$15,64.68,2,7625
548550091,29/01/2018,$1,82.28,1,7625
522398646,02/01/2018,$142,98.49,1,1801
539314539,19/01/2018,$6.43,87.09,5,7625
528195699,07/01/2018,$10,60.44,1,7625
527932017,07/01/2018,$2.3,80.12,1,7625
541843150,21/01/2018,$47,97.71,1,7625
538762184,18/01/2018,$25.49,82.51,1,7625
528971357,08/01/2018,$2029.91,89,4,3164
525551125,01/01/2018,$5,60.01,7,7625
546511231,26/01/2018,$2.9,88.06,1,7625
526584375,06/01/2018,$263,58.51,,8886
545330728,25/01/2018,$60.35,93.85,4,7625
534528747,14/01/2018,$1,81.17,1,7625
538405710,18/01/2018,$7.99,99.22,6,7625
544772360,25/01/2018,$44,94.79,4,7625
537219336,17/01/2018,$125,67.67,,8886
529773702,09/01/2018,$1,92.91,1,7625
535386303,15/01/2018,$16.65,90.93,5,7625
538610192,18/01/2018,$14.26,71.68,1,7625
547791498,27/01/2018,$36.5,56.14,8,7625
536197220,16/01/2018,$12,57.29,24,7625
534486799,14/01/2018,$455.11,55.34,,8886
536117743,16/01/2018,$97,74.57,7,7625
528507750,08/01/2018,$19.49,96.8,1,7625
547511414,28/01/2018,$21,92.64,9,7625
533380052,13/01/2018,$161,79.4,2,7625
531204424,11/01/2018,$92.15,86.34,2,7625
534536649,13/01/2018,$30,80.99,21,7625
529291265,09/01/2018,$60.9,58.53,2,7625
541585454,21/01/2018,$4,55.71,11,7625
525639559,02/01/2018,$30.5,95.87,8,7625
530355624,10/01/2018,$389.99,95.2,2,3164
542680105,22/01/2018,$1,99.5,1,7625
547515089,28/01/2018,$4,91.61,4,7625
525115409,04/01/2018,$7,82.07,3,7625
535245198,15/01/2018,$90,88.32,,8886
546940531,27/01/2018,$21,74.87,2,7625
543838344,24/01/2018,$10,97.94,1,7625
525296096,05/01/2018,$83,66.48,1,7625
540215001,20/01/2018,$30.9,93.91,9,7625
540996555,21/01/2018,$9,82.82,19,7625
547529350,28/01/2018,$15.68,63.33,1,7625
526768685,06/01/2018,$2,81.49,1,7625
521558391,01/01/2018,$10,51.45,1,7625
547856830,28/01/2018,$5.6,81.25,1,7625
533974133,13/01/2018,$10.45,73.2,2,7625
529787848,09/01/2018,$19.71,59.2,2,7625
545020615,25/01/2018,$16.38,60.6,17,7625
525275642,05/01/2018,$95.43,74,1,7625
529510566,09/01/2018,$2,83.78,9,7625
529507024,09/01/2018,$16.15,77.42,19,7625
531147229,11/01/2018,$57.62,60,4,7625
541403212,21/01/2018,$6,64.33,4,7625
544719133,25/01/2018,$153.02,57.86,,8886
529212241,08/01/2018,$4,52.47,2,7625
524490199,04/01/2018,$41.77,77.17,2,7625
522446812,02/01/2018,$1.9,97.88,2,7625
526259181,06/01/2018,$54,89.2,2,7625
531992634,11/01/2018,$24.59,99.22,,1392
546515102,27/01/2018,$39.96,94.97,0,3234
525588235,05/01/2018,$1,89.46,15,7625
549035776,29/01/2018,$13,94.09,1,7625
543113215,23/01/2018,$47.81,67.28,5,7625
533837299,13/01/2018,$141.6,57.74,2,7625
529809002,09/01/2018,$1.23,57.33,1,7625
535755459,15/01/2018,$47.29,71.07,5,7625
522205316,02/01/2018,$2,94.06,3,7625
525774205,05/01/2018,$58.05,75.4,1,7625
533327560,13/01/2018,$1.05,53.4,1,7625
533305471,13/01/2018,$1,79.91,1,7625
526164307,05/01/2018,$168,69.9,1,7625
549202263,29/01/2018,$2,84.11,4,7625
548465309,29/01/2018,$1,97.89,1,7625
546216036,26/01/2018,$25,84.9,,8886
540502180,20/01/2018,$26,68.83,1,7625
522405702,02/01/2018,$65.17,91.68,1,7625
523787540,03/01/2018,$1.23,58.67,1,7625
523369681,03/01/2018,$67.42,66.94,1,7625
546214131,26/01/2018,$2,82.95,8,7625
543595645,23/01/2018,$13,83.07,41,7625
525440327,05/01/2018,$3,51.03,2,7625
531181887,11/01/2018,$328.18,53.12,,8886
552773183,26/01/2018,$26,78.62,43,7625
522217847,02/01/2018,$4,54.48,14,7625
522973564,02/01/2018,$68,70.9,,8886
541807751,21/01/2018,$3.64,92.1,54,7625
528788460,08/01/2018,$2.98,57.38,1,7625
544134766,24/01/2018,$5,65.62,14,7625
538528154,18/01/2018,$56.89,59.25,1,7625
544622681,25/01/2018,$57.18,70.98,1,7625
542446228,22/01/2018,$35,65.71,2,7625
552775082,28/01/2018,$2,89.15,9,7625
531109611,10/01/2018,$2,96.27,20,7625
538747018,18/01/2018,$1.25,75.38,1,7625
542422160,22/01/2018,$14,76.83,1,7625
548923019,29/01/2018,$8.8,78.2,41,7625
542425276,22/01/2018,$80,88.55,,8886
534514235,13/01/2018,$28.39,51.61,4,7625
549155763,29/01/2018,$25,65.68,1,7625
541181046,21/01/2018,$27.8,76.81,1,7625
521852143,01/01/2018,$104.45,52.85,11,7625
534521498,14/01/2018,$47.08,57.32,1,7625
539736568,19/01/2018,$1.25,51.27,1,7625
538926064,18/01/2018,$649,71.61,,8886
539245597,19/01/2018,$1.25,68.58,1,7625
534521646,14/01/2018,$3,63.27,1,7625
547213594,27/01/2018,$40,86.46,1,7625
522448290,02/01/2018,$47.5,70.48,2,7625
548906444,29/01/2018,$240.59,60.07,1,71
522963108,02/01/2018,$454,56.93,,8886
534386430,14/01/2018,$4.88,71.65,1,7625
531506712,11/01/2018,$9.45,99.33,44,7625
525690858,05/01/2018,$17,79.12,1,7625
547961014,28/01/2018,$43.15,55.97,1,7625
530912061,10/01/2018,$222.22,72.09,,8886
536650141,16/01/2018,$3.9,50.13,1,7625
531200029,11/01/2018,$41,93.66,1,7625
524244884,04/01/2018,$81.4,87.26,17,7625
523325762,03/01/2018,$45.37,61.59,7,7625
521847324,01/01/2018,$101,92.36,6,7625
549194576,29/01/2018,$46,53.02,,407
529216281,08/01/2018,$80,80.39,2,7625
530079553,09/01/2018,$1256.4,57.2,3,71
543682554,24/01/2018,$1,66.24,1,7625
544620458,25/01/2018,$2,59.07,2,7625
533740758,13/01/2018,$23.4,94.95,1,7625
533380456,13/01/2018,$23.15,52.15,5,7625
521932050,01/01/2018,$6.25,92.02,6,7625
530105418,09/01/2018,$138.6,63.08,1,7625
539319376,19/01/2018,$37.96,52.74,2,7625
538980686,19/01/2018,$1.25,61.68,1,7625
526732551,06/01/2018,$2,95.81,2,7625
531563878,11/01/2018,$629.3,83.17,1,71
538806639,18/01/2018,$16,55,1,7625
525964116,02/01/2018,$46.65,93.27,5,7625
535236008,15/01/2018,$51.1,69.56,1,7625
544669362,25/01/2018,$642.31,55.3,,8886
533592542,13/01/2018,$8.03,94.9,1,7625
554321397,03/02/2018,$2,48,43,7625
569656443,18/02/2018,$5.06,41.25,124,7625
553859377,03/02/2018,$20,43.67,40,8743
552159597,01/02/2018,$21.35,46.13,10,7625
571623539,21/02/2018,$2,48.7,8,7625
568736689,17/02/2018,$3,45.33,11,7625
569667254,18/02/2018,$32.63,27.7,3,7625
557523818,07/02/2018,$6,47.77,26,8743
569720884,18/02/2018,$8.1,44.96,39,7625
558768218,08/02/2018,$214.78,30.81,0,5195
558169257,07/02/2018,$123.37,43.23,23,1003
577196130,26/02/2018,$37.08,41.39,,2003404
559733834,09/02/2018,$36.44,44.9,1,15269
575695833,24/02/2018,$4.91,28.32,2,7625
564165863,13/02/2018,$2,49.05,62,7625
578758056,27/02/2018,$10.29,47.77,20,7625
573928689,23/02/2018,$148.99,48.7,1,2002528
577642008,26/02/2018,$10,49.11,1193,8743
562469448,11/02/2018,$6,46.41,5,8743
569509519,18/02/2018,$329.96,31.11,,12874
557029870,06/02/2018,$9,43.84,375,8743
561159856,10/02/2018,$4.95,45.92,16,7625
570130658,19/02/2018,$10,46.96,9,8743
553111266,02/02/2018,$5,48.35,224,8743
561762339,11/02/2018,$4.5,45.68,20,7625
553845369,03/02/2018,$5.11,46.29,9,7625
572703798,22/02/2018,$9,48.41,26,8743
551372706,01/02/2018,$41.24,44.28,1,12787
577387462,26/02/2018,$288.47,48.66,2,7605
573943021,23/02/2018,$10,45.94,68,8743
554282432,03/02/2018,$5,44.75,24,8743
578352099,27/02/2018,$7,47.75,157,8743
573529004,22/02/2018,$13.26,45.8,7,14732
568855875,18/02/2018,$5,47.1,78,8743
556832672,06/02/2018,$4,45.97,13,8743
556912716,06/02/2018,$8,45.99,14,8743
576901667,26/02/2018,$11,49.31,252,8743
575004170,24/02/2018,$6,49.1,55,8743
571589087,21/02/2018,$0,41.05,3351,2003731
564403390,13/02/2018,$8,42.47,98,8743
561591846,10/02/2018,$92.19,49.85,,7437
572999604,22/02/2018,$10,47.1,9,8743
563173745,12/02/2018,$14,44.16,5,8743
569477562,18/02/2018,$144.03,28.13,1,7625
576707029,25/02/2018,$116,29.92,1,7625
552192656,01/02/2018,$45,43.97,19,8743
555680543,05/02/2018,$7,48.85,17,8743
566265331,15/02/2018,$9.59,25.46,2,7625
569062631,18/02/2018,$8,49.15,1177,8743
576713522,25/02/2018,$2,29.26,3,7625
553075592,02/02/2018,$5.71,48.89,11,14731
571589426,21/02/2018,$256.97,34.26,1,7625
568497302,17/02/2018,$2,48.7,105,8743
569304357,18/02/2018,$216.63,42.18,,155
576792723,26/02/2018,$16,43.76,15,7625
552602259,02/02/2018,$7,48.31,659,8743
571881303,20/02/2018,$6.88,28.77,10,7625
572077677,21/02/2018,$1.95,47.12,208,7625
562885436,12/02/2018,$38.92,26.48,1,7625
573829144,23/02/2018,$2,28.63,2,7625
574549006,23/02/2018,$428,47.39,2,1801
553013600,02/02/2018,$20.5,20.9,,8867
577594899,24/02/2018,$465,46.83,,8886
571591864,21/02/2018,$12,45.18,55,7625
574995416,24/02/2018,$0,41.05,5382,2003731
573768484,23/02/2018,$,42.71,,2003684
572830622,22/02/2018,$92.8,30.32,36,7863
553466349,03/02/2018,$10,45.44,9,7625
574987201,24/02/2018,$50,26.23,2,7625
568579021,17/02/2018,$4,47.42,205,8743
551893690,01/02/2018,$22,27.56,9,7625
558216219,07/02/2018,$3,48.31,432,8743
561273415,10/02/2018,$1364.4,40.27,,2207
555202141,04/02/2018,$3.6,47.36,14,7625
555393363,04/02/2018,$1.85,48.06,8,7625
556177575,05/02/2018,$117.5,20.15,3,7625
556356313,05/02/2018,$4,48.76,56,8743
556358156,05/02/2018,$12.62,47.93,6,7625
562891111,12/02/2018,$20,45,8,8743
563540062,12/02/2018,$16,41.76,24,7625
569060889,18/02/2018,$10,46.6,22,8743
564165832,13/02/2018,$8,45.25,17,8743
569980286,19/02/2018,$16,46.05,53,8743
569980873,19/02/2018,$10,46.2,12,7625
569890213,19/02/2018,$5.85,41.87,14,7625
557092680,06/02/2018,$9.95,48.32,48,7625
561289461,10/02/2018,$12,48.38,12,8743
555092760,04/02/2018,$1.85,49.03,33,7625
575850457,25/02/2018,$1.95,47.55,8,7625
576463123,25/02/2018,$28.1,46.09,1,14402
577645739,26/02/2018,$1212.35,47.07,,155
565722605,15/02/2018,$13,44.54,233,8743
559228811,08/02/2018,$17.45,28.08,2,7625
576519019,25/02/2018,$,42.71,,2003684
577297366,26/02/2018,$7,46.16,343,8743
574747270,24/02/2018,$4.7,47.7,6,7625
573533034,22/02/2018,$108.8,23.98,9,7625
552462348,02/02/2018,$11,48.81,180,8743
578007337,27/02/2018,$2.85,47.14,7,7625
563279638,12/02/2018,$9.52,46.91,20,14731
576013760,25/02/2018,$31.15,28.63,17,7625
573240630,22/02/2018,$6,47.71,20,7625
554369252,03/02/2018,$1.24,46.95,1,7625
558428405,07/02/2018,$4,46.6,34,8743
551755213,01/02/2018,$5,48.29,32,8743
572753613,22/02/2018,$15.75,48.05,5,14731
564408468,13/02/2018,$14,42.37,6,8743
568126382,17/02/2018,$6,45.74,48,8743
553109445,02/02/2018,$3,49.4,,1632
556921664,06/02/2018,$5,44.64,30,7625
561159173,10/02/2018,$30,49.04,101,7863
569593789,18/02/2018,$2,49.12,31,7625
568853882,18/02/2018,$11,47.91,399,8743
556814586,06/02/2018,$8.07,46.68,9,7625
571258683,20/02/2018,$8,47.73,664,8743
572208457,21/02/2018,$299.76,48.32,,2207
555019650,04/02/2018,$3,48.25,264,8743
562163680,11/02/2018,$2,48.67,24,8743
565688779,15/02/2018,$10.1,48.79,,1632
559049340,08/02/2018,$17.44,37.44,,8497
568738635,17/02/2018,$27,46.46,14,8743
559740515,09/02/2018,$8,48.31,18,8743
568665408,17/02/2018,$6,49.21,48,8743
555681799,05/02/2018,$11,46.83,136,8743
564498885,13/02/2018,$45.6,40.79,51,7625
568738320,17/02/2018,$23.85,28.78,15,7625
573244080,22/02/2018,$32,46.87,20,7863
564410704,13/02/2018,$6,47.97,23,8743
551497092,01/02/2018,$6,45.98,9,8743
576956382,26/02/2018,$203.33,34.08,0,13601
555203652,04/02/2018,$31,29.37,4,7625
569893891,19/02/2018,$3,49.17,188,8743
578732201,27/02/2018,$5,49.73,114,8743
552431345,02/02/2018,$1.95,48.63,15,7625
575596662,24/02/2018,$7,48.19,272,8743
576455466,25/02/2018,$7,46.81,51,8743
577199213,26/02/2018,$249.99,46.47,,12220
569134460,18/02/2018,$109.12,28.84,2,7625
562462583,11/02/2018,$4,47.61,18,8743
556643468,06/02/2018,$6,47.6,8,8743
556206420,05/02/2018,$3,43.32,21,8743
577719443,26/02/2018,$106.73,29.68,1,7625
574246522,23/02/2018,$104,43.15,77,7863
556426336,05/02/2018,$8.04,45.87,40,14731
556391367,05/02/2018,$11,39.25,5,8743
556109191,05/02/2018,$28.08,27.21,2,7625
556668118,06/02/2018,$15,47.39,100,8743
564927006,14/02/2018,$4,49.65,13,7625
556391061,05/02/2018,$77.85,43.78,,7437
560929624,09/02/2018,$4,42.46,3,7625
556594667,06/02/2018,$2.15,41.12,8,7625
556187191,05/02/2018,$7,49.19,241,8743
570825060,20/02/2018,$10,45.4,13,8743
570421426,19/02/2018,$9,47.41,7,8743
556428063,05/02/2018,$2,29.98,8,7625
556698314,06/02/2018,$7,48.85,27,8743
556131627,05/02/2018,$20,41.37,32,7625
553915041,03/02/2018,$13,46.33,149,8743
556237809,05/02/2018,$2.39,45.37,9,7625
578120534,27/02/2018,$229.98,27.27,,6189
552712072,02/02/2018,$97.99,25.79,1,49
570429148,19/02/2018,$13.83,44.96,3,7625
565109163,14/02/2018,$6,47.57,17,8743
556519186,06/02/2018,$1.1,22.8,1,7625
560928464,10/02/2018,$6,49.23,831,8743
556113038,05/02/2018,$12.01,44.17,31,7625
573167022,22/02/2018,$153.65,42.09,,155
