case,created_at,amount,risk_score,user_account_aggregate_order_count,merchant
533603268,2018-01-13,2.07,75.34,1,7625
531977689,2018-01-11,1.24,57.73,1,7625
523179357,2018-01-03,19.00,71.58,1,7625
528407895,2018-01-08,2.43,66.37,1,7625
547104277,2018-01-27,6.76,53.01,3,7625
522407289,2018-01-02,17.60,81.25,1,7625
528223134,2018-01-07,78.55,59.52,1,7625
537832098,2018-01-17,1.25,54.86,1,7625
534459868,2018-01-14,14.00,56.74,3,7625
526175424,2018-01-05,3.30,61.67,2,7625
537104830,2018-01-17,8.00,50.53,5,7625
523651016,2018-01-03,137.00,63.71,,8886
523147054,2018-01-03,30.05,89.08,8,7625
536258448,2018-01-16,44.40,51.52,3,7625
530106819,2018-01-09,7.00,94.33,1,7625
523597815,2018-01-03,16.00,85.96,1,7625
531982137,2018-01-11,8.00,74.21,4,7625
531319180,2018-01-11,63.00,88.37,,8886
546803659,2018-01-27,49.21,74.79,1,7625
537009549,2018-01-17,2.00,88.20,2,7625
522892371,2018-01-02,6.00,55.97,3,7625
536815179,2018-01-16,11.70,88.95,14,7625
524885749,2018-01-04,163.91,60.88,,8886
537395685,2018-01-17,799.00,84.85,3,3164
548737443,2018-01-29,7.01,62.23,1,7625
533973381,2018-01-13,6.00,66.15,1,7625
527312157,2018-01-07,9.00,99.76,3,7625
534596620,2018-01-14,6.00,79.08,2,7625
534212234,2018-01-14,32.00,66.16,1,7625
531701627,2018-01-11,1.90,53.95,4,7625
528385525,2018-01-08,1.24,63.86,1,7625
530919306,2018-01-10,43.00,53.94,1,7625
531728082,2018-01-11,1.00,97.40,1,7625
522929066,2018-01-02,14.00,80.99,5,7625
545111055,2018-01-25,170.00,67.33,,8886
533005524,2018-01-12,88.00,94.49,11,7625
522853586,2018-01-02,119.67,51.44,2,7625
528671025,2018-01-08,502.00,67.20,,8886
526155546,2018-01-05,252.00,57.14,,8886
521554602,2018-01-01,326.02,69.67,1,7625
545592294,2018-01-26,13.60,85.63,3,7625
539783423,2018-01-19,3.00,61.55,12,7625
526191411,2018-01-05,4.00,65.38,2,7625
537822818,2018-01-17,11.00,50.55,9,7625
534415056,2018-01-14,5.94,87.60,1,7625
528569135,2018-01-08,134.00,64.82,,8886
546081229,2018-01-26,276.00,62.23,6,7625
544771361,2018-01-25,2.00,99.72,1,7625
528669434,2018-01-08,29.75,91.81,1,7625
536740259,2018-01-16,2.31,81.65,1,7625
523597790,2018-01-03,41.00,70.90,4,7625
531417455,2018-01-11,63.00,68.49,1,7625
525631405,2018-01-01,2.00,63.36,6,7625
542545284,2018-01-22,26.00,65.38,1,7625
522103409,2018-01-01,2.41,52.46,1,7625
534228807,2018-01-14,154.34,57.41,,8886
544776662,2018-01-25,6.99,74.18,14,7625
522609726,2018-01-02,661.84,55.18,1,71
533975437,2018-01-13,76.35,81.89,2,7625
535056311,2018-01-14,8.82,84.63,2,7625
528577680,2018-01-08,14.05,96.46,1,7625
545122118,2018-01-25,15.00,66.30,4,7625
523320539,2018-01-03,25.33,77.69,2,7625
544247435,2018-01-24,52.00,95.45,3,7625
526322603,2018-01-06,82.65,77.56,1,7625
533481880,2018-01-13,440.16,56.17,,8886
537434792,2018-01-17,8.33,91.87,14,7625
544695272,2018-01-25,91.00,65.54,2,7625
525184245,2018-01-05,168.00,81.62,,8886
526437675,2018-01-06,214.00,61.48,2,7625
523624121,2018-01-03,1.00,73.79,1,7625
524982116,2018-01-04,111.00,75.03,2,7625
542231318,2018-01-22,21.00,72.21,2,7625
538234118,2018-01-18,69.00,83.72,3,7625
529637554,2018-01-09,234.90,57.29,4,7625
526667850,2018-01-06,2.00,77.29,4,7625
526610426,2018-01-06,1347.00,65.98,,8886
530085021,2018-01-09,72.00,69.67,,8886
547838881,2018-01-28,1.27,68.61,1,7625
536256771,2018-01-16,1755.05,74.59,1,7625
533008022,2018-01-12,5.00,71.23,3,7625
537424123,2018-01-17,9.00,61.79,2,7625
529745592,2018-01-09,38.00,86.66,1,7625
526559293,2018-01-06,41.20,62.86,19,7625
529798082,2018-01-09,54.00,60.29,1,7625
526312248,2018-01-06,60.00,92.31,1,7625
538737578,2018-01-18,1.99,76.91,1,7625
543097335,2018-01-23,66.00,89.77,3,7625
528188563,2018-01-07,2.03,69.50,1,7625
523637645,2018-01-03,250.00,61.67,,8886
535498506,2018-01-15,4.00,56.57,1,7625
535499569,2018-01-15,4.00,53.18,1,7625
524895724,2018-01-04,64.00,87.41,1,7625
542765895,2018-01-22,4.95,86.92,1,7625
531201625,2018-01-11,1.24,81.81,1,7625
531204019,2018-01-11,1.00,94.85,1,7625
525562045,2018-01-04,2.00,66.77,2,7625
538072649,2018-01-18,1.00,75.60,1,7625
527341568,2018-01-07,16.77,69.82,5,7625
534025606,2018-01-13,1.00,97.04,1,7625
541795376,2018-01-21,1.00,91.07,1,7625
537161566,2018-01-17,24.00,93.34,8,7625
530769026,2018-01-10,292.00,56.91,,8886
539729015,2018-01-12,12.60,67.58,21,7625
546144482,2018-01-26,5.00,86.19,3,7625
546127384,2018-01-26,1.00,79.99,5,8743
525189576,2018-01-05,61.52,64.81,,8886
538151427,2018-01-18,75.62,81.59,12,7625
544658135,2018-01-25,6.00,76.72,1,7625
533662692,2018-01-13,150.80,84.91,1,7625
538080299,2018-01-18,41.79,52.40,,7437
522593260,2018-01-02,1.22,51.04,1,7625
541352074,2018-01-21,28.78,59.70,3,7625
523110286,2018-01-03,3.00,87.52,3,7625
541280680,2018-01-21,2.00,95.90,1,7625
533366870,2018-01-13,62.00,56.17,4,7625
541986716,2018-01-22,18.00,61.01,2,7625
525012237,2018-01-04,146.50,62.00,1,7625
541169305,2018-01-21,12.80,86.00,10,7625
543259836,2018-01-23,8.36,69.70,2,7625
552546660,2018-01-27,93.28,55.58,1,7625
541944729,2018-01-22,28.03,92.20,1,7625
526033482,2018-01-05,6.04,75.79,10,7625
535331880,2018-01-15,29.00,52.15,3,7625
521554885,2018-01-01,1.00,69.36,1,7625
541187550,2018-01-21,10.78,56.24,1,7625
548580664,2018-01-29,8.90,78.29,1,7625
529780490,2018-01-09,37.00,76.96,3,7625
522433694,2018-01-02,619.04,87.19,2,2209
531380561,2018-01-11,96.00,62.83,1,7625
530989418,2018-01-10,6.27,82.23,20,7625
529381646,2018-01-09,8.05,78.27,1,7625
549124456,2018-01-29,98.04,71.26,,8886
528198234,2018-01-07,100.90,97.77,1,9839
548873755,2018-01-29,20.06,69.59,1,7625
543683242,2018-01-24,56.00,81.79,3,7625
537115434,2018-01-17,2.00,83.09,5,7625
528392687,2018-01-08,96.90,72.08,1,7625
534219235,2018-01-14,32.30,80.02,5,7625
522216614,2018-01-02,56.80,66.72,1,7625
547787544,2018-01-27,15.00,58.86,14,7625
542517528,2018-01-22,13.00,90.59,1,7625
535167577,2018-01-15,33.00,73.86,3,7625
536739283,2018-01-16,63.57,97.59,0,10153
530575448,2018-01-10,1.23,51.28,1,7625
531824267,2018-01-11,14.00,76.49,4,7625
522063502,2018-01-01,43.70,68.95,6,7625
522403009,2018-01-02,34.68,81.71,11,7625
523855771,2018-01-03,4.00,84.72,1,7625
538830342,2018-01-18,17.00,62.77,1,7625
544503823,2018-01-24,211.74,52.11,2,7625
524820876,2018-01-04,37.95,94.73,1,6831
539846562,2018-01-19,93.54,90.10,1,7625
534251534,2018-01-14,5.76,79.23,6,7625
531916731,2018-01-11,2.00,84.67,1,7625
533735404,2018-01-13,65.84,69.42,2,7625
544324516,2018-01-24,17.88,94.71,33,7625
523329256,2018-01-03,1.03,64.53,1,7625
524917048,2018-01-04,1.00,92.96,1,7625
531735399,2018-01-11,2.01,50.11,2,7625
547632195,2018-01-28,18.95,93.11,24,7625
545747161,2018-01-26,28.00,53.15,2,7625
528521185,2018-01-08,200.00,70.70,,8886
528503273,2018-01-08,10.85,56.68,2,7625
539308422,2018-01-19,54.95,74.39,1,7625
538435666,2018-01-18,5.98,77.85,1,7625
525980797,2018-01-05,16.00,72.46,12,7625
542225366,2018-01-22,33.00,73.94,1,7625
542677100,2018-01-22,67.79,82.73,9,7625
523943126,2018-01-03,12.35,89.49,2,7625
521810889,2018-01-01,4.00,52.98,1,7625
539567488,2018-01-19,2.42,67.42,2,7625
548649562,2018-01-29,1.00,97.74,1,7625
547860042,2018-01-28,12.35,83.71,3,7625
541866477,2018-01-22,3.00,88.37,1,7625
547787596,2018-01-28,5.91,79.34,8,7625
534244393,2018-01-14,3.00,82.89,3,7625
534411888,2018-01-14,3.96,93.49,6,7625
523327520,2018-01-03,1.24,69.56,1,7625
538913465,2018-01-18,4.00,52.61,2,7625
525126654,2018-01-05,66.00,93.98,4,7625
521686116,2018-01-01,1.21,84.65,1,7625
525397554,2018-01-05,121.00,59.67,,8886
526179214,2018-01-05,117.00,53.19,,8886
526452224,2018-01-06,7.80,72.70,1,7625
535768016,2018-01-15,1.00,64.44,2,7625
528510840,2018-01-08,1.00,92.17,1,7625
536740230,2018-01-16,12.89,99.29,2,7625
546923541,2018-01-20,58.00,94.07,11,7625
542322889,2018-01-22,57.50,63.74,2,7625
525124287,2018-01-05,199.98,55.51,,2268
521904077,2018-01-01,4.00,68.39,6,7625
545599000,2018-01-26,385.39,60.19,,8886
526571684,2018-01-06,6.30,62.87,45,7625
541688283,2018-01-21,16.81,87.17,1,7625
534228593,2018-01-14,84.00,88.76,1,7625
549117847,2018-01-29,2.00,90.28,1,7625
536021674,2018-01-15,1.95,74.69,1,7625
534976652,2018-01-14,82.97,64.48,1,7625
535382013,2018-01-15,1.00,97.11,1,7625
523150041,2018-01-03,1.03,70.41,1,7625
539337719,2018-01-19,1.00,56.86,1,7625
553952293,2018-01-27,79.00,83.97,4,7625
543345289,2018-01-23,9.35,63.52,2,7625
527344166,2018-01-07,42.40,96.00,10,7625
531736482,2018-01-11,80.00,84.07,,8886
523020028,2018-01-02,40.00,76.18,,8886
543255469,2018-01-23,20.00,76.53,2,7625
541763002,2018-01-21,79.00,70.23,2,7625
534207796,2018-01-14,27.29,96.41,1,7625
525594289,2018-01-05,37.70,66.95,1,7625
533276188,2018-01-13,26.10,98.38,12,7625
546907080,2018-01-20,66.00,90.35,11,7625
543932660,2018-01-24,74.19,84.64,,15285
544129055,2018-01-24,18.18,91.73,1,7625
528414269,2018-01-08,18.35,95.24,3,7625
524994775,2018-01-04,10.65,52.97,5,7625
530079473,2018-01-09,35.00,92.30,1,7625
531501852,2018-01-11,87.00,95.41,2,6831
526667132,2018-01-06,77.67,55.66,1,7625
525003378,2018-01-04,228.00,50.85,,8886
545686483,2018-01-26,107.20,73.66,,2235
537191723,2018-01-17,57.80,91.67,27,7625
534514606,2018-01-13,2.99,86.84,1,7625
548586900,2018-01-29,42.00,78.69,2,7625
527227462,2018-01-07,3.90,95.04,1,7625
526442838,2018-01-06,35.00,70.51,1,7625
535348464,2018-01-15,64.00,61.64,1,7625
534172687,2018-01-14,2.20,64.43,1,7625
529845084,2018-01-09,17.10,89.43,1,7625
527332195,2018-01-07,34.00,64.31,1,7625
527337394,2018-01-07,2.00,84.99,1,7625
535346200,2018-01-15,53.00,71.13,2,7625
529792267,2018-01-09,206.00,76.97,,8886
540982688,2018-01-21,197.64,66.95,1,7625
527213529,2018-01-06,3.00,54.21,4,7625
538151237,2018-01-18,37.95,87.94,,7438
522321276,2018-01-02,47.79,81.55,18,7625
534361167,2018-01-14,39.50,77.28,3,7625
544065292,2018-01-24,2.00,77.42,2,7625
522405398,2018-01-02,59.00,91.88,3,7625
544187737,2018-01-24,21.00,54.17,1,7625
552772401,2018-01-29,4.00,88.21,10,7625
533113327,2018-01-12,2.00,50.47,4,7625
528781524,2018-01-08,1.80,79.71,1,7625
525586534,2018-01-05,1.00,98.14,1,7625
523862869,2018-01-03,197.00,65.25,,8886
522197477,2018-01-02,1.00,99.20,1,7625
533991404,2018-01-13,62.90,73.74,6,7625
548183898,2018-01-28,27.00,64.51,1,7625
526137156,2018-01-05,106.35,66.15,1,7625
525436790,2018-01-05,48.45,93.32,1,7625
531731502,2018-01-11,951.50,50.08,,8886
533939400,2018-01-13,9.00,83.55,8,7625
548546890,2018-01-29,40.00,91.62,33,7625
522405264,2018-01-02,1.85,91.76,16,7625
538487154,2018-01-18,54.17,51.66,2,7625
528234384,2018-01-07,468.00,67.68,,8886
541856163,2018-01-22,50.03,66.74,1,7625
534016304,2018-01-13,24.08,97.94,1,7625
531492170,2018-01-11,6.90,89.95,1,7625
529221768,2018-01-09,13.30,77.08,1,7625
531101448,2018-01-10,63.01,82.57,1,7625
526440535,2018-01-06,82.00,57.36,1,7625
545592382,2018-01-26,44.10,58.38,5,7625
522265892,2018-01-02,31.00,64.85,4,7625
529012853,2018-01-08,30.95,61.96,3,7625
526658066,2018-01-06,2.00,68.09,20,7625
526135459,2018-01-05,3.00,51.57,15,7625
537653582,2018-01-17,46.00,67.49,1,7625
523773590,2018-01-03,426.50,52.72,,8886
535998526,2018-01-15,2.00,84.41,19,7625
526641794,2018-01-02,5.00,87.52,4,7625
523428265,2018-01-03,20.77,96.77,1,7625
540464315,2018-01-20,39.00,76.70,4,7625
547634395,2018-01-28,79.30,78.73,3,7625
528279780,2018-01-08,9.91,69.38,2,7625
526665656,2018-01-06,11.36,53.64,1,7625
539724438,2018-01-19,106.70,87.14,91,7625
540374179,2018-01-16,497.00,80.05,1,7625
540981887,2018-01-21,15.45,81.25,6,7625
524363321,2018-01-04,67.65,83.55,10,7625
542077512,2018-01-22,4.00,75.75,9,7625
530616139,2018-01-10,19.80,69.73,1,7625
529329762,2018-01-09,17.00,83.21,1,7625
543842777,2018-01-24,1.00,95.14,1,7625
531414373,2018-01-11,15.00,64.68,2,7625
548550091,2018-01-29,1.00,82.28,1,7625
522398646,2018-01-02,142.00,98.49,1,1801
539314539,2018-01-19,6.43,87.09,5,7625
528195699,2018-01-07,10.00,60.44,1,7625
527932017,2018-01-07,2.30,80.12,1,7625
541843150,2018-01-21,47.00,97.71,1,7625
538762184,2018-01-18,25.49,82.51,1,7625
528971357,2018-01-08,2029.91,89.00,4,3164
525551125,2018-01-01,5.00,60.01,7,7625
546511231,2018-01-26,2.90,88.06,1,7625
526584375,2018-01-06,263.00,58.51,,8886
545330728,2018-01-25,60.35,93.85,4,7625
534528747,2018-01-14,1.00,81.17,1,7625
538405710,2018-01-18,7.99,99.22,6,7625
544772360,2018-01-25,44.00,94.79,4,7625
537219336,2018-01-17,125.00,67.67,,8886
529773702,2018-01-09,1.00,92.91,1,7625
535386303,2018-01-15,16.65,90.93,5,7625
538610192,2018-01-18,14.26,71.68,1,7625
547791498,2018-01-27,36.50,56.14,8,7625
536197220,2018-01-16,12.00,57.29,24,7625
534486799,2018-01-14,455.11,55.34,,8886
536117743,2018-01-16,97.00,74.57,7,7625
528507750,2018-01-08,19.49,96.80,1,7625
547511414,2018-01-28,21.00,92.64,9,7625
533380052,2018-01-13,161.00,79.40,2,7625
531204424,2018-01-11,92.15,86.34,2,7625
534536649,2018-01-13,30.00,80.99,21,7625
529291265,2018-01-09,60.90,58.53,2,7625
541585454,2018-01-21,4.00,55.71,11,7625
525639559,2018-01-02,30.50,95.87,8,7625
530355624,2018-01-10,389.99,95.20,2,3164
542680105,2018-01-22,1.00,99.50,1,7625
547515089,2018-01-28,4.00,91.61,4,7625
525115409,2018-01-04,7.00,82.07,3,7625
535245198,2018-01-15,90.00,88.32,,8886
546940531,2018-01-27,21.00,74.87,2,7625
543838344,2018-01-24,10.00,97.94,1,7625
525296096,2018-01-05,83.00,66.48,1,7625
540215001,2018-01-20,30.90,93.91,9,7625
540996555,2018-01-21,9.00,82.82,19,7625
547529350,2018-01-28,15.68,63.33,1,7625
526768685,2018-01-06,2.00,81.49,1,7625
521558391,2018-01-01,10.00,51.45,1,7625
547856830,2018-01-28,5.60,81.25,1,7625
533974133,2018-01-13,10.45,73.20,2,7625
529787848,2018-01-09,19.71,59.20,2,7625
545020615,2018-01-25,16.38,60.60,17,7625
525275642,2018-01-05,95.43,74.00,1,7625
529510566,2018-01-09,2.00,83.78,9,7625
529507024,2018-01-09,16.15,77.42,19,7625
531147229,2018-01-11,57.62,60.00,4,7625
541403212,2018-01-21,6.00,64.33,4,7625
544719133,2018-01-25,153.02,57.86,,8886
529212241,2018-01-08,4.00,52.47,2,7625
524490199,2018-01-04,41.77,77.17,2,7625
522446812,2018-01-02,1.90,97.88,2,7625
526259181,2018-01-06,54.00,89.20,2,7625
531992634,2018-01-11,24.59,99.22,,1392
546515102,2018-01-27,39.96,94.97,0,3234
525588235,2018-01-05,1.00,89.46,15,7625
549035776,2018-01-29,13.00,94.09,1,7625
543113215,2018-01-23,47.81,67.28,5,7625
533837299,2018-01-13,141.60,57.74,2,7625
529809002,2018-01-09,1.23,57.33,1,7625
535755459,2018-01-15,47.29,71.07,5,7625
522205316,2018-01-02,2.00,94.06,3,7625
525774205,2018-01-05,58.05,75.40,1,7625
533327560,2018-01-13,1.05,53.40,1,7625
533305471,2018-01-13,1.00,79.91,1,7625
526164307,2018-01-05,168.00,69.90,1,7625
549202263,2018-01-29,2.00,84.11,4,7625
548465309,2018-01-29,1.00,97.89,1,7625
546216036,2018-01-26,25.00,84.90,,8886
540502180,2018-01-20,26.00,68.83,1,7625
522405702,2018-01-02,65.17,91.68,1,7625
523787540,2018-01-03,1.23,58.67,1,7625
523369681,2018-01-03,67.42,66.94,1,7625
546214131,2018-01-26,2.00,82.95,8,7625
543595645,2018-01-23,13.00,83.07,41,7625
525440327,2018-01-05,3.00,51.03,2,7625
531181887,2018-01-11,328.18,53.12,,8886
552773183,2018-01-26,26.00,78.62,43,7625
522217847,2018-01-02,4.00,54.48,14,7625
522973564,2018-01-02,68.00,70.90,,8886
541807751,2018-01-21,3.64,92.10,54,7625
528788460,2018-01-08,2.98,57.38,1,7625
544134766,2018-01-24,5.00,65.62,14,7625
538528154,2018-01-18,56.89,59.25,1,7625
544622681,2018-01-25,57.18,70.98,1,7625
542446228,2018-01-22,35.00,65.71,2,7625
552775082,2018-01-28,2.00,89.15,9,7625
531109611,2018-01-10,2.00,96.27,20,7625
538747018,2018-01-18,1.25,75.38,1,7625
542422160,2018-01-22,14.00,76.83,1,7625
548923019,2018-01-29,8.80,78.20,41,7625
542425276,2018-01-22,80.00,88.55,,8886
534514235,2018-01-13,28.39,51.61,4,7625
549155763,2018-01-29,25.00,65.68,1,7625
541181046,2018-01-21,27.80,76.81,1,7625
521852143,2018-01-01,104.45,52.85,11,7625
534521498,2018-01-14,47.08,57.32,1,7625
539736568,2018-01-19,1.25,51.27,1,7625
538926064,2018-01-18,649.00,71.61,,8886
539245597,2018-01-19,1.25,68.58,1,7625
534521646,2018-01-14,3.00,63.27,1,7625
547213594,2018-01-27,40.00,86.46,1,7625
522448290,2018-01-02,47.50,70.48,2,7625
548906444,2018-01-29,240.59,60.07,1,71
522963108,2018-01-02,454.00,56.93,,8886
534386430,2018-01-14,4.88,71.65,1,7625
531506712,2018-01-11,9.45,99.33,44,7625
525690858,2018-01-05,17.00,79.12,1,7625
547961014,2018-01-28,43.15,55.97,1,7625
530912061,2018-01-10,222.22,72.09,,8886
536650141,2018-01-16,3.90,50.13,1,7625
531200029,2018-01-11,41.00,93.66,1,7625
524244884,2018-01-04,81.40,87.26,17,7625
523325762,2018-01-03,45.37,61.59,7,7625
521847324,2018-01-01,101.00,92.36,6,7625
549194576,2018-01-29,46.00,53.02,,407
529216281,2018-01-08,80.00,80.39,2,7625
530079553,2018-01-09,1256.40,57.20,3,71
543682554,2018-01-24,1.00,66.24,1,7625
544620458,2018-01-25,2.00,59.07,2,7625
533740758,2018-01-13,23.40,94.95,1,7625
533380456,2018-01-13,23.15,52.15,5,7625
521932050,2018-01-01,6.25,92.02,6,7625
530105418,2018-01-09,138.60,63.08,1,7625
539319376,2018-01-19,37.96,52.74,2,7625
538980686,2018-01-19,1.25,61.68,1,7625
526732551,2018-01-06,2.00,95.81,2,7625
531563878,2018-01-11,629.30,83.17,1,71
538806639,2018-01-18,16.00,55.00,1,7625
525964116,2018-01-02,46.65,93.27,5,7625
535236008,2018-01-15,51.10,69.56,1,7625
544669362,2018-01-25,642.31,55.30,,8886
533592542,2018-01-13,8.03,94.90,1,7625
554321397,2018-02-03,2.00,48.00,43,7625
569656443,2018-02-18,5.06,41.25,124,7625
553859377,2018-02-03,20.00,43.67,40,8743
552159597,2018-02-01,21.35,46.13,10,7625
571623539,2018-02-21,2.00,48.70,8,7625
568736689,2018-02-17,3.00,45.33,11,7625
569667254,2018-02-18,32.63,27.70,3,7625
557523818,2018-02-07,6.00,47.77,26,8743
569720884,2018-02-18,8.10,44.96,39,7625
558768218,2018-02-08,214.78,30.81,0,5195
558169257,2018-02-07,123.37,43.23,23,1003
577196130,2018-02-26,37.08,41.39,,2003404
559733834,2018-02-09,36.44,44.90,1,15269
575695833,2018-02-24,4.91,28.32,2,7625
564165863,2018-02-13,2.00,49.05,62,7625
578758056,2018-02-27,10.29,47.77,20,7625
573928689,2018-02-23,148.99,48.70,1,2002528
577642008,2018-02-26,10.00,49.11,1193,8743
562469448,2018-02-11,6.00,46.41,5,8743
569509519,2018-02-18,329.96,31.11,,12874
557029870,2018-02-06,9.00,43.84,375,8743
561159856,2018-02-10,4.95,45.92,16,7625
570130658,2018-02-19,10.00,46.96,9,8743
553111266,2018-02-02,5.00,48.35,224,8743
561762339,2018-02-11,4.50,45.68,20,7625
553845369,2018-02-03,5.11,46.29,9,7625
572703798,2018-02-22,9.00,48.41,26,8743
551372706,2018-02-01,41.24,44.28,1,12787
577387462,2018-02-26,288.47,48.66,2,7605
573943021,2018-02-23,10.00,45.94,68,8743
554282432,2018-02-03,5.00,44.75,24,8743
578352099,2018-02-27,7.00,47.75,157,8743
573529004,2018-02-22,13.26,45.80,7,14732
568855875,2018-02-18,5.00,47.10,78,8743
556832672,2018-02-06,4.00,45.97,13,8743
556912716,2018-02-06,8.00,45.99,14,8743
576901667,2018-02-26,11.00,49.31,252,8743
575004170,2018-02-24,6.00,49.10,55,8743
571589087,2018-02-21,0.00,41.05,3351,2003731
564403390,2018-02-13,8.00,42.47,98,8743
561591846,2018-02-10,92.19,49.85,,7437
572999604,2018-02-22,10.00,47.10,9,8743
563173745,2018-02-12,14.00,44.16,5,8743
569477562,2018-02-18,144.03,28.13,1,7625
576707029,2018-02-25,116.00,29.92,1,7625
552192656,2018-02-01,45.00,43.97,19,8743
555680543,2018-02-05,7.00,48.85,17,8743
566265331,2018-02-15,9.59,25.46,2,7625
569062631,2018-02-18,8.00,49.15,1177,8743
576713522,2018-02-25,2.00,29.26,3,7625
553075592,2018-02-02,5.71,48.89,11,14731
571589426,2018-02-21,256.97,34.26,1,7625
568497302,2018-02-17,2.00,48.70,105,8743
569304357,2018-02-18,216.63,42.18,,155
576792723,2018-02-26,16.00,43.76,15,7625
552602259,2018-02-02,7.00,48.31,659,8743
571881303,2018-02-20,6.88,28.77,10,7625
572077677,2018-02-21,1.95,47.12,208,7625
562885436,2018-02-12,38.92,26.48,1,7625
573829144,2018-02-23,2.00,28.63,2,7625
574549006,2018-02-23,428.00,47.39,2,1801
553013600,2018-02-02,20.50,20.90,,8867
577594899,2018-02-24,465.00,46.83,,8886
571591864,2018-02-21,12.00,45.18,55,7625
574995416,2018-02-24,0.00,41.05,5382,2003731
573768484,2018-02-23,,42.71,,2003684
572830622,2018-02-22,92.80,30.32,36,7863
553466349,2018-02-03,10.00,45.44,9,7625
574987201,2018-02-24,50.00,26.23,2,7625
568579021,2018-02-17,4.00,47.42,205,8743
551893690,2018-02-01,22.00,27.56,9,7625
558216219,2018-02-07,3.00,48.31,432,8743
561273415,2018-02-10,1364.40,40.27,,2207
555202141,2018-02-04,3.60,47.36,14,7625
555393363,2018-02-04,1.85,48.06,8,7625
556177575,2018-02-05,117.50,20.15,3,7625
556356313,2018-02-05,4.00,48.76,56,8743
556358156,2018-02-05,12.62,47.93,6,7625
562891111,2018-02-12,20.00,45.00,8,8743
563540062,2018-02-12,16.00,41.76,24,7625
569060889,2018-02-18,10.00,46.60,22,8743
564165832,2018-02-13,8.00,45.25,17,8743
569980286,2018-02-19,16.00,46.05,53,8743
569980873,2018-02-19,10.00,46.20,12,7625
569890213,2018-02-19,5.85,41.87,14,7625
557092680,2018-02-06,9.95,48.32,48,7625
561289461,2018-02-10,12.00,48.38,12,8743
555092760,2018-02-04,1.85,49.03,33,7625
575850457,2018-02-25,1.95,47.55,8,7625
576463123,2018-02-25,28.10,46.09,1,14402
577645739,2018-02-26,1212.35,47.07,,155
565722605,2018-02-15,13.00,44.54,233,8743
559228811,2018-02-08,17.45,28.08,2,7625
576519019,2018-02-25,,42.71,,2003684
577297366,2018-02-26,7.00,46.16,343,8743
574747270,2018-02-24,4.70,47.70,6,7625
573533034,2018-02-22,108.80,23.98,9,7625
552462348,2018-02-02,11.00,48.81,180,8743
578007337,2018-02-27,2.85,47.14,7,7625
563279638,2018-02-12,9.52,46.91,20,14731
576013760,2018-02-25,31.15,28.63,17,7625
573240630,2018-02-22,6.00,47.71,20,7625
554369252,2018-02-03,1.24,46.95,1,7625
558428405,2018-02-07,4.00,46.60,34,8743
551755213,2018-02-01,5.00,48.29,32,8743
572753613,2018-02-22,15.75,48.05,5,14731
564408468,2018-02-13,14.00,42.37,6,8743
568126382,2018-02-17,6.00,45.74,48,8743
553109445,2018-02-02,3.00,49.40,,1632
556921664,2018-02-06,5.00,44.64,30,7625
561159173,2018-02-10,30.00,49.04,101,7863
569593789,2018-02-18,2.00,49.12,31,7625
568853882,2018-02-18,11.00,47.91,399,8743
556814586,2018-02-06,8.07,46.68,9,7625
571258683,2018-02-20,8.00,47.73,664,8743
572208457,2018-02-21,299.76,48.32,,2207
555019650,2018-02-04,3.00,48.25,264,8743
562163680,2018-02-11,2.00,48.67,24,8743
565688779,2018-02-15,10.10,48.79,,1632
559049340,2018-02-08,17.44,37.44,,8497
568738635,2018-02-17,27.00,46.46,14,8743
559740515,2018-02-09,8.00,48.31,18,8743
568665408,2018-02-17,6.00,49.21,48,8743
555681799,2018-02-05,11.00,46.83,136,8743
564498885,2018-02-13,45.60,40.79,51,7625
568738320,2018-02-17,23.85,28.78,15,7625
573244080,2018-02-22,32.00,46.87,20,7863
564410704,2018-02-13,6.00,47.97,23,8743
551497092,2018-02-01,6.00,45.98,9,8743
576956382,2018-02-26,203.33,34.08,0,13601
555203652,2018-02-04,31.00,29.37,4,7625
569893891,2018-02-19,3.00,49.17,188,8743
578732201,2018-02-27,5.00,49.73,114,8743
552431345,2018-02-02,1.95,48.63,15,7625
575596662,2018-02-24,7.00,48.19,272,8743
576455466,2018-02-25,7.00,46.81,51,8743
577199213,2018-02-26,249.99,46.47,,12220
569134460,2018-02-18,109.12,28.84,2,7625
562462583,2018-02-11,4.00,47.61,18,8743
556643468,2018-02-06,6.00,47.60,8,8743
556206420,2018-02-05,3.00,43.32,21,8743
577719443,2018-02-26,106.73,29.68,1,7625
574246522,2018-02-23,104.00,43.15,77,7863
556426336,2018-02-05,8.04,45.87,40,14731
556391367,2018-02-05,11.00,39.25,5,8743
556109191,2018-02-05,28.08,27.21,2,7625
556668118,2018-02-06,15.00,47.39,100,8743
564927006,2018-02-14,4.00,49.65,13,7625
556391061,2018-02-05,77.85,43.78,,7437
560929624,2018-02-09,4.00,42.46,3,7625
556594667,2018-02-06,2.15,41.12,8,7625
556187191,2018-02-05,7.00,49.19,241,8743
570825060,2018-02-20,10.00,45.40,13,8743
570421426,2018-02-19,9.00,47.41,7,8743
556428063,2018-02-05,2.00,29.98,8,7625
556698314,2018-02-06,7.00,48.85,27,8743
556131627,2018-02-05,20.00,41.37,32,7625
553915041,2018-02-03,13.00,46.33,149,8743
556237809,2018-02-05,2.39,45.37,9,7625
