case,created_at,amount,risk_score,user_account_aggregate_order_count,merchant
578120534,2018-02-27,229.98,27.27,,6189
552712072,2018-02-02,97.99,25.79,1,49
570429148,2018-02-19,13.83,44.96,3,7625
565109163,2018-02-14,6.00,47.57,17,8743
556519186,2018-02-06,1.10,22.80,1,7625
560928464,2018-02-10,6.00,49.23,831,8743
556113038,2018-02-05,12.01,44.17,31,7625
573167022,2018-02-22,153.65,42.09,,155
552520450,2018-02-02,1.95,48.04,13,7625
564721153,2018-02-14,302.69,40.76,1,13761
560930406,2018-02-10,267.48,27.38,1,6189
556217276,2018-02-05,24.00,48.12,17,8743
556230361,2018-02-05,25.00,49.28,23,8743
556598216,2018-02-06,191.27,25.21,3,7625
556594131,2018-02-06,2.00,28.91,4,7625
556664506,2018-02-06,120.00,41.73,,8886
556790488,2018-02-06,2.00,49.12,34,7625
556594896,2018-02-06,13.00,29.81,8,7625
556787424,2018-02-06,6009.43,43.42,97,281
556109030,2018-02-05,15.00,42.47,1,2003417
556229576,2018-02-05,4.00,49.03,110,8743
565449316,2018-02-14,156.00,35.27,4,7625
556644390,2018-02-06,5.00,49.55,30,8743
556394232,2018-02-05,7.00,49.07,6,8743
556694329,2018-02-06,10.00,43.35,348,8743
559761388,2018-02-09,179.00,43.87,5,2001460
556698235,2018-02-06,43.00,43.79,11,7625
561805444,2018-02-11,26.00,41.46,5,7625
552655395,2018-02-02,9.00,48.37,118,8743
556410764,2018-02-05,19.00,45.37,7,7625
556417857,2018-02-05,1115.96,44.96,,4053
556413600,2018-02-05,7.00,44.49,8,8743
560411395,2018-02-09,99.78,40.89,4,2003489
556552478,2018-02-06,5.00,42.01,8,7625
556196140,2018-02-05,2.50,35.82,45,7625
556201878,2018-02-05,4.00,26.32,6,7625
556644485,2018-02-06,262.65,29.97,1,7625
556599815,2018-02-06,13.00,44.76,11,8743
556600747,2018-02-06,11.97,46.13,5,14731
566998636,2018-02-16,9.00,46.57,361,8743
556392026,2018-02-05,5.00,48.69,50,8743
556589019,2018-02-06,5.00,47.13,5,8743
557899413,2018-02-07,7.00,47.83,49,8743
574628268,2018-02-23,8.00,46.14,8,8743
556409290,2018-02-05,161.75,29.33,32,7625
556700849,2018-02-06,393.20,41.90,,2000793
556250646,2018-02-05,109.99,31.01,,13705
556661771,2018-02-06,11.81,28.02,3,7625
556109583,2018-02-05,27.55,29.97,1,7625
556408396,2018-02-05,4.78,29.81,5,7625
556587579,2018-02-06,30.00,43.81,27,8743
564571865,2018-02-13,10000.00,46.38,0,7551
556412293,2018-02-05,172.91,40.75,,7439
556557860,2018-02-06,7.00,49.54,156,8743
556378738,2018-02-05,669.58,48.57,,2002068
556553355,2018-02-06,8.00,48.42,11,8743
556131369,2018-02-05,191.99,23.21,,57
560934025,2018-02-10,12.00,48.35,1978,8743
575970006,2018-02-25,2.00,29.97,11,7625
556372392,2018-02-05,4.00,49.08,13,7625
560931770,2018-02-10,10.00,46.43,94,8743
556390570,2018-02-05,13.00,45.83,7,7625
556377241,2018-02-05,2.00,48.66,31,7625
564568762,2018-02-14,4.00,48.17,6,8743
569116259,2018-02-18,1.80,49.13,5,7625
556246681,2018-02-05,8.95,45.92,75,7625
578110044,2018-02-27,8.00,45.16,57,7625
556248092,2018-02-05,8.71,45.62,13,7625
573127241,2018-02-22,5.00,46.19,196,8743
564715356,2018-02-14,1.80,25.90,71,7625
577719284,2018-02-26,47.25,28.67,5,7625
556249877,2018-02-05,92.53,28.08,1,7625
556418408,2018-02-05,587.00,44.42,113,14059
560929154,2018-02-10,5.00,48.75,68,8743
556204706,2018-02-05,5.00,47.08,73,8743
556194347,2018-02-05,9.00,44.34,26,8743
556249116,2018-02-05,8.00,49.28,79,8743
556372758,2018-02-05,12.80,45.76,55,7625
565947125,2018-02-15,401.00,27.89,5,7625
556375393,2018-02-05,7.00,29.25,3,7625
556660438,2018-02-06,422.00,29.30,2,7625
556608237,2018-02-06,5.10,44.71,78,7625
556129150,2018-02-05,5.00,46.82,397,7625
556791802,2018-02-06,7.95,45.95,6,7625
556589484,2018-02-06,4.00,46.66,35,8743
556589542,2018-02-06,12.00,46.69,20,8743
565372628,2018-02-14,8.00,49.01,8,8743
556252668,2018-02-05,3.17,45.57,5,7625
556599262,2018-02-06,7.00,46.42,29,8743
556607232,2018-02-06,13.20,44.72,,1632
556253029,2018-02-05,8.75,45.94,11,7625
572388002,2018-02-21,32.30,34.98,2,2003545
564727265,2018-02-14,2.85,48.66,38,7625
565709537,2018-02-15,8.00,47.12,143,8743
556551803,2018-02-06,14.00,48.26,5,8743
571692687,2018-02-21,16.00,24.41,5,7625
556783800,2018-02-06,2.00,29.23,13,7625
573924419,2018-02-23,14.00,47.29,511,8743
560932207,2018-02-10,5.00,48.64,35,8743
565063831,2018-02-14,6.00,48.73,9,8743
556232794,2018-02-05,9.00,45.01,19,8743
556605891,2018-02-06,5.00,46.64,66,7625
556605025,2018-02-06,129.73,48.33,1,6375
556206124,2018-02-05,5.00,49.37,158,8743
560930552,2018-02-10,6.00,47.50,63,8743
556217732,2018-02-05,32.67,44.47,,2207
569426076,2018-02-18,4.00,48.82,31,8743
556592849,2018-02-06,14.00,29.97,12,7625
556788631,2018-02-06,25.00,32.32,48,8743
556248736,2018-02-05,2.00,46.77,9,7625
572837822,2018-02-22,10.53,48.76,31,7625
556551231,2018-02-06,11.00,44.63,15,8743
574845789,2018-02-24,6.00,41.78,10,7625
556697632,2018-02-06,695.00,41.15,,8886
556606033,2018-02-06,273.07,48.71,,155
556698221,2018-02-06,149.91,29.60,5,7625
560930882,2018-02-10,8.38,29.74,1,7625
556132285,2018-02-05,17.00,43.80,17,8743
560932017,2018-02-10,5.00,48.56,6,8743
556591447,2018-02-06,4.55,44.70,5,7625
556246603,2018-02-05,12.00,43.84,21,7625
556210066,2018-02-05,5.00,48.22,9,8743
556649728,2018-02-06,18.00,29.99,2,7625
559763110,2018-02-09,21.00,47.05,54,8743
577092586,2018-02-26,12.00,29.04,3,7625
560930891,2018-02-10,12.50,42.12,2,7625
556695654,2018-02-06,2.00,46.56,13,7625
577724075,2018-02-26,370.87,18.84,1,2001427
556697280,2018-02-06,7.00,48.84,483,8743
556236557,2018-02-05,80.00,46.79,294,8743
564115389,2018-02-13,9.10,46.22,,1632
556249624,2018-02-05,1.00,46.60,103,8743
556593461,2018-02-06,35.17,45.76,7,7625
556695009,2018-02-06,9.10,49.25,21,7625
577722071,2018-02-26,20.00,46.48,11,7625
577724235,2018-02-26,58.00,29.41,3,7625
556588039,2018-02-06,1.85,47.04,12,7625
559780792,2018-02-09,10.00,47.57,15,8743
556376773,2018-02-05,32.18,26.98,8,7625
556659489,2018-02-06,1.85,48.40,6,7625
564566588,2018-02-14,12.00,40.81,1,7625
556518211,2018-02-06,5.40,48.45,34,7625
565696212,2018-02-15,711.02,43.43,3,4427
556607122,2018-02-06,2930.03,42.17,,5200
576350432,2018-02-25,6.00,46.79,5,7625
556604840,2018-02-06,6.00,49.41,26,8743
574612603,2018-02-23,7.85,47.47,27,7625
553136861,2018-02-02,12.00,47.78,24,7625
557066492,2018-02-06,7.40,49.48,,1392
556558202,2018-02-06,14.18,46.69,14,14732
556112696,2018-02-05,8.00,48.45,11,8743
556785012,2018-02-06,14.00,44.69,399,8743
556610338,2018-02-06,7.00,48.24,53,8743
556408255,2018-02-05,27.00,48.55,131,8743
556109683,2018-02-05,122.93,43.95,8,12366
556515774,2018-02-06,21.00,28.74,2,7625
556663389,2018-02-06,113.00,26.89,1,7625
558434863,2018-02-07,9.00,46.28,38,8743
556551625,2018-02-06,9.00,45.79,382,8743
556789713,2018-02-06,9.00,46.42,3114,8743
556790143,2018-02-06,39.85,29.21,18,7625
556599891,2018-02-06,9.00,47.06,212,8743
556427530,2018-02-05,8.00,49.23,325,8743
565769496,2018-02-15,2.00,48.69,7,7625
556660059,2018-02-06,2.00,48.34,5,7625
556254804,2018-02-05,8.00,47.54,7,8743
570366165,2018-02-19,10.00,48.99,52,8743
568816518,2018-02-18,2.00,28.44,9,7625
556613301,2018-02-06,10.00,47.16,41,8743
572910469,2018-02-22,10000.00,45.90,0,7551
571740065,2018-02-21,117.80,29.60,2,7625
556414734,2018-02-05,1.80,27.44,2,7625
569339082,2018-02-18,110.00,27.16,6,7625
556374814,2018-02-05,9.00,48.63,41,8743
577792369,2018-02-26,6.00,49.20,100,8743
556195734,2018-02-05,249.11,25.29,,8886
556410693,2018-02-05,617.00,45.86,,6189
556393812,2018-02-05,6.00,49.04,82,8743
556431441,2018-02-05,24.99,47.63,0,2001326
556235509,2018-02-05,1.99,28.48,5,7625
560933450,2018-02-10,7.00,49.15,70,8743
556254576,2018-02-05,10.00,47.00,178,8743
556426882,2018-02-05,6.00,47.08,99,8743
560111751,2018-02-09,2.00,45.83,9,7625
556693490,2018-02-06,10.00,43.96,12,1973
564980657,2018-02-14,15.17,43.17,12,7625
570207060,2018-02-19,5.00,47.60,16,8743
556207391,2018-02-05,84.60,45.69,77,7625
570187844,2018-02-19,12.00,45.24,18,8743
556605189,2018-02-06,10.00,46.28,212,8743
556391744,2018-02-05,2.00,45.09,136,7625
556196093,2018-02-05,644.58,48.51,1,12056
556192839,2018-02-05,99.95,42.87,5,14652
556607317,2018-02-06,44.00,33.54,1,6831
574361515,2018-02-23,70.39,35.08,,2001439
556429648,2018-02-05,4.00,29.40,8,7625
570497308,2018-02-19,9.56,44.53,123,14731
556428390,2018-02-05,2.00,32.26,13527,2209
575372641,2018-02-24,20.00,48.75,7,8743
556660053,2018-02-06,16.54,42.83,36,14732
556409226,2018-02-05,11.00,48.19,56,8743
556518012,2018-02-06,11.00,44.10,7,7625
556514829,2018-02-06,15.70,44.35,21,7625
556553503,2018-02-06,11.00,45.38,12,8743
556202631,2018-02-05,15.28,47.37,1968,14731
556372009,2018-02-05,12.57,28.82,24,7625
561799304,2018-02-11,2.97,49.47,36,7625
571570153,2018-02-20,149.99,43.97,1,7027
556606613,2018-02-06,25.10,35.86,67,7625
556248526,2018-02-05,16.00,49.00,551,8743
556785576,2018-02-06,2.00,47.97,8,7625
556663816,2018-02-06,7.00,47.87,16,8743
556132409,2018-02-05,2.00,46.67,457,8743
577723006,2018-02-26,14.00,40.63,21,7625
556185223,2018-02-05,9.00,49.17,59,8743
556994291,2018-02-06,2.00,49.15,1629,8743
556379586,2018-02-05,160.00,43.90,185,7863
556599645,2018-02-06,9.00,47.63,11,8743
578086257,2018-02-27,2.00,47.17,13,7625
556206089,2018-02-05,8.04,47.17,1968,14731
556591040,2018-02-06,2.00,42.84,20,7625
556413683,2018-02-05,1.93,49.68,1,2002130
556211732,2018-02-05,5.95,43.78,13,7625
556664613,2018-02-06,2.00,47.50,1837,8743
556696644,2018-02-06,11.00,49.27,27,8743
577724159,2018-02-26,33.00,42.16,18,7625
556203611,2018-02-05,6.00,48.97,1769,8743
556414131,2018-02-05,2.93,48.98,6,7625
556190675,2018-02-05,15.00,47.95,7,7625
572845583,2018-02-22,7.00,45.45,39,8743
556552524,2018-02-06,10.00,48.46,6,8743
577719030,2018-02-26,34.42,26.54,4,7625
556409892,2018-02-05,7.00,48.63,53,8743
556242207,2018-02-05,5049.38,41.78,,155
556587359,2018-02-06,12.00,43.81,126,8743
574775563,2018-02-24,6.00,46.48,7,7625
556191621,2018-02-05,16.20,28.42,4,7625
556596625,2018-02-06,5.00,48.60,47,7625
556556785,2018-02-06,6.00,48.54,639,8743
556428662,2018-02-05,21.00,29.08,3,7625
556375869,2018-02-05,4.00,49.17,6,8743
571837529,2018-02-21,6.00,41.75,9,7625
556234866,2018-02-05,169.00,39.22,,2001439
556594468,2018-02-06,8.00,49.70,36,8743
577721896,2018-02-26,9.49,48.60,64,14731
576247473,2018-02-25,2.00,28.36,3,7625
556205132,2018-02-05,11.48,35.73,47,7625
556788632,2018-02-06,8.00,43.47,8,7625
556208622,2018-02-05,5.00,48.87,133,8743
561796076,2018-02-11,2.00,48.41,7,7625
556254767,2018-02-05,9.00,48.07,26,8743
556697139,2018-02-06,2.00,41.79,2,7625
556557257,2018-02-06,3.00,45.70,60,8743
556239773,2018-02-05,12.00,45.65,18,8743
556658364,2018-02-06,50.00,46.29,14,8743
556427453,2018-02-05,17.15,46.98,75,7625
571744680,2018-02-21,172.99,19.93,,155
556429636,2018-02-05,8.00,42.97,11,8743
556606565,2018-02-06,16.00,46.37,92,8743
566992195,2018-02-16,18.85,29.00,39,7625
574244625,2018-02-23,0.00,41.22,2666,2003731
560657873,2018-02-10,2.00,27.96,2,7625
556605389,2018-02-06,1.95,45.85,96,7625
574948605,2018-02-24,7.31,31.39,7,7625
556643636,2018-02-06,2.00,28.28,3,7625
556377112,2018-02-05,24.00,46.11,73,8743
556427330,2018-02-05,11.00,49.65,13,8743
556375865,2018-02-05,355.48,46.55,7,8408
556783638,2018-02-06,12.00,48.37,118,8743
556241346,2018-02-05,3.00,49.07,7,7625
556252424,2018-02-05,22.00,46.64,78,8743
556238291,2018-02-05,2.00,46.43,67,8743
556991368,2018-02-06,9.57,48.87,203,14731
565892635,2018-02-15,158.99,17.12,,155
556242837,2018-02-05,15.00,29.95,2,7625
558443590,2018-02-07,17.95,25.54,2,7625
575800413,2018-02-25,4.79,37.58,47,7625
576349657,2018-02-25,10.00,41.87,51,8743
560929332,2018-02-10,9.00,41.93,11,8743
556252074,2018-02-05,34.33,41.32,1,9352
556193619,2018-02-05,2.96,28.21,2,7625
556556005,2018-02-06,116.49,29.24,5,7625
556701460,2018-02-06,3.93,47.77,63,7625
558442084,2018-02-07,6.00,49.27,140,8743
556379802,2018-02-05,3.90,49.80,12,7625
556432452,2018-02-05,0.00,49.95,,12426
577729545,2018-02-26,13.00,46.44,16,8743
556788382,2018-02-06,1.76,49.05,33,7625
577719135,2018-02-26,8.06,28.16,2,7625
556593337,2018-02-06,7.00,46.63,23,8743
556662833,2018-02-06,26.31,46.77,38,7625
556375277,2018-02-05,6.00,47.34,64,8743
556252257,2018-02-05,9.00,46.19,5,8743
556130502,2018-02-05,802.21,38.81,,8886
556695672,2018-02-06,2.00,27.11,8,7625
556611246,2018-02-06,13.00,48.33,11,8743
556412654,2018-02-05,2.00,46.96,27,7625
558081525,2018-02-07,1115.96,46.67,,4053
556232830,2018-02-05,18.95,28.44,10,7625
556203644,2018-02-05,10.00,43.15,,1632
556641435,2018-02-06,14.50,43.84,13,7625
556409469,2018-02-05,10.00,45.79,19,1973
556517769,2018-02-06,336.00,29.24,1,7625
556696077,2018-02-06,8.00,39.90,151,8743
556412060,2018-02-05,4.85,45.52,5,7625
556394198,2018-02-05,7.00,46.39,76,8743
556248490,2018-02-05,82.22,28.81,2,7625
556408014,2018-02-05,13.75,46.12,47,7625
552919199,2018-02-02,5.70,29.76,12,7625
556110392,2018-02-05,6.00,48.56,207,8743
556254244,2018-02-05,120.00,42.48,,8886
556664716,2018-02-06,9.00,47.15,50,8743
572613688,2018-02-22,196.80,24.22,3,7863
556552022,2018-02-06,13.00,47.87,67,7625
575637058,2018-02-24,2.00,48.26,,1632
556551815,2018-02-06,1.00,47.60,216,8743
560908316,2018-02-10,4.00,47.54,7,7625
556131133,2018-02-05,26.00,46.89,17,8743
556239123,2018-02-05,48.82,47.07,6,7625
556592147,2018-02-06,14.97,48.34,100,14732
563517598,2018-02-12,4.00,48.99,18,8743
556236410,2018-02-05,18.00,29.87,3,7625
556555030,2018-02-06,76.33,19.96,1,9135
883133401,2018-02-21,155.00,33.79,,2006778
556211599,2018-02-05,3.00,48.54,16,8743
573919426,2018-02-23,7.82,43.57,10,7625
556379461,2018-02-05,13.50,45.43,20,7625
556659138,2018-02-06,8.00,45.78,133,8743
556608842,2018-02-06,27.00,47.91,8,8743
552709823,2018-02-02,2.00,49.39,15,7625
556234253,2018-02-05,1090.50,44.93,,8546
556238336,2018-02-05,9.00,25.56,5,7625
556695830,2018-02-06,10.00,45.96,10,7625
556134102,2018-02-05,12.06,47.08,1935,14731
560930693,2018-02-10,145.50,28.64,12,7625
556426318,2018-02-05,0.00,46.73,1,15055
560931535,2018-02-10,0.00,44.12,2,8150
556601608,2018-02-06,8.00,47.65,202,8743
556432376,2018-02-05,130.50,26.53,20,7625
556555075,2018-02-06,13.00,42.45,39,8743
578049136,2018-02-27,17.44,28.74,,8497
565728267,2018-02-15,12.76,53.06,1,7625
574601465,2018-02-23,36.00,82.98,1,7625
571949557,2018-02-21,6.80,91.52,1,7625
563478566,2018-02-12,19.45,52.74,4,7625
564070157,2018-02-13,8.00,89.77,2,7625
554540152,2018-02-04,1.24,61.35,1,7625
561377221,2018-02-10,2.00,83.03,29,7625
555678192,2018-02-05,5.70,84.07,4,7625
557530342,2018-02-07,23.94,59.07,4,7625
583607370,2018-02-27,7.54,91.86,13,7625
563274519,2018-02-12,12.00,93.03,3,7625
557984621,2018-02-07,23.00,90.51,1,7625
577409451,2018-02-26,34.00,87.37,4,7625
572131140,2018-02-21,38.29,54.07,5,7625
552990363,2018-02-02,2.00,78.65,1,7625
571946629,2018-02-21,4.95,70.34,11,7625
554495899,2018-02-04,45.98,52.97,,407
573250326,2018-02-22,11.55,76.29,2,7625
553207823,2018-02-02,59.00,71.07,1,7625
553085367,2018-02-02,1.00,81.20,1,7625
555730650,2018-02-05,18.00,82.80,29,7625
574682812,2018-02-24,0.25,91.20,1,7625
560518829,2018-02-09,1590.00,51.86,1,7625
573126567,2018-02-22,56.98,89.05,0,3234
556179412,2018-02-05,133.90,53.59,1,7625
556372262,2018-02-05,60.00,83.46,2,7625
556606667,2018-02-06,21.50,68.24,2,7625
556609498,2018-02-06,17.10,89.19,1,7625
556211234,2018-02-05,2.00,93.05,4,7625
556387111,2018-02-05,93.53,68.95,1,7625
556646851,2018-02-06,54.40,67.66,3,7625
560940887,2018-02-10,38.16,72.93,36,7625
556650263,2018-02-06,144.20,76.89,2,7625
557648802,2018-02-07,14.00,73.85,5,7625
556433704,2018-02-05,2.00,68.48,1,7625
563170776,2018-02-12,1.07,67.25,1,7625
573722438,2018-02-23,3.80,77.72,1,7625
556526840,2018-02-06,2.00,87.72,8,7625
560940400,2018-02-10,4.00,78.11,10,7625
564680564,2018-02-14,8.00,70.91,4,7625
570693416,2018-02-20,9.00,63.42,1,7625
568364181,2018-02-17,12.80,77.47,1,7625
556514061,2018-02-06,177.93,56.18,1,207
571932726,2018-02-21,31.20,69.80,16,7625
562783301,2018-02-12,7.41,97.35,1,7625
569254704,2018-02-18,177.00,69.92,1,7625
573400637,2018-02-22,7.60,65.69,2,7625
564275251,2018-02-13,16.00,81.34,1,7625
554292185,2018-02-03,65.00,92.62,1,7625
567978456,2018-02-17,1.24,81.91,1,7625
570043096,2018-02-19,1.00,96.25,1,7625
559661140,2018-02-09,1.01,66.78,1,7625
551901253,2018-02-01,13.00,76.37,1,7625
558428882,2018-02-07,2.00,80.66,1,7625
569643177,2018-02-18,23.00,54.10,4,7625
570264086,2018-02-19,3.70,97.30,2,7625
568480768,2018-02-17,0.25,87.45,1,7625
552813762,2018-02-02,10.40,61.10,8,7625
574729354,2018-02-24,17.40,62.16,2,7625
563480134,2018-02-12,27.90,63.75,2,7625
564683196,2018-02-14,2.06,93.19,1,7625
559041260,2018-02-08,7.95,91.55,1,7625
552015390,2018-02-01,2.21,64.06,5,7625
552439028,2018-02-02,3.20,91.37,17,7625
571066343,2018-02-20,32.56,92.48,1,7625
554412417,2018-02-03,75.00,72.98,2,7625
569137632,2018-02-17,489.42,69.38,2,7625
557104829,2018-02-06,81.00,62.07,1,7625
574711532,2018-02-24,2.00,92.36,2,7625
557343778,2018-02-06,431.25,75.59,3,71
553774408,2018-02-03,2.00,85.44,3,7625
552436454,2018-02-02,1.95,96.00,1,7625
552116296,2018-02-01,27.50,51.91,10,7625
568122340,2018-02-17,10.59,74.44,8,7625
564475107,2018-02-13,49.99,89.12,4,377
577041489,2018-02-26,64.33,99.53,2,1003
570681397,2018-02-20,3.80,84.31,2,7625
554222677,2018-02-03,1.02,50.19,1,7625
569859738,2018-02-19,30.00,84.42,1,7625
564143172,2018-02-13,44.03,76.07,1,7625
573791520,2018-02-23,12.95,64.70,8,7625
574706265,2018-02-24,23.00,58.29,2,7625
575827181,2018-02-25,22.80,90.60,12,7625
571013866,2018-02-20,244.10,84.52,3,7625
572996308,2018-02-22,2.00,76.39,7,7625
568037507,2018-02-17,93.00,79.26,1,7625
564648628,2018-02-14,2.00,88.21,2,7625
573789565,2018-02-23,75.00,53.83,4,7625
577176715,2018-02-26,1.24,66.59,1,7625
557915426,2018-02-07,2.00,62.11,12,7625
557892508,2018-02-07,17.55,69.21,5,7625
558243267,2018-02-07,66.58,54.20,1,7625
570691262,2018-02-20,430.54,84.27,,407
575878716,2018-02-25,2.00,89.87,2,7625
559113308,2018-02-08,29.00,76.73,4,7625
575827542,2018-02-25,9.65,79.63,5,7625
552843073,2018-02-02,8.00,68.76,1,7625
576582739,2018-02-25,0.25,78.01,1,7625
552386546,2018-02-02,23.00,82.20,16,7625
571049758,2018-02-20,3.43,84.85,34,7625
557099821,2018-02-06,2.00,92.59,3,7625
562657329,2018-02-12,3.00,90.26,2,7625
570160617,2018-02-19,20.00,59.28,2,7625
573992108,2018-02-17,80.43,50.38,4,7625
575877721,2018-02-25,105.00,55.32,2,7625
572647077,2018-02-22,2.00,84.27,4,7625
557101738,2018-02-06,1.23,80.23,1,7625
552847550,2018-02-02,35.00,94.41,1,7625
555575575,2018-02-05,1.00,61.66,1,7625
573147539,2018-02-22,7.15,81.42,1,7625
552350819,2018-02-02,2.00,84.41,14,7625
555870779,2018-02-05,1.95,91.60,2,7625
557104544,2018-02-06,23.25,81.20,,7438
576573530,2018-02-25,2.00,58.59,1,7625
558987650,2018-02-08,10.00,92.98,2,7625
576505213,2018-02-25,0.25,85.90,1,7625
571264542,2018-02-20,20.60,57.53,2,7625
556503511,2018-02-06,2.00,53.51,1,7625
575847515,2018-02-25,10.00,60.23,6,7625
555210495,2018-02-04,4.00,80.43,12,7625
576317662,2018-02-25,0.25,52.47,1,7625
563477053,2018-02-12,26.48,53.53,3,7625
560201101,2018-02-09,442.51,74.54,1,71
574141026,2018-02-23,18.80,57.77,2,7625
554173749,2018-02-03,63.00,83.22,3,7625
555251559,2018-02-04,2.00,52.08,1,7625
576889610,2018-02-26,4.00,76.54,11,7625
563593287,2018-02-12,41.80,83.20,2,7625
564640304,2018-02-14,46.90,71.64,3,7625
562582444,2018-02-11,26.05,79.67,1,7625
576950895,2018-02-26,148.00,78.00,22,7625
557700169,2018-02-07,5.10,60.01,3,7625
554365744,2018-02-03,3.90,80.54,1,7625
562394126,2018-02-11,2.00,83.37,2,7625
564484139,2018-02-13,19.60,90.95,8,7625
561508696,2018-02-10,30.00,63.09,1,7625
570307881,2018-02-19,1.00,92.89,1,7625
560475623,2018-02-09,179.99,93.40,,11473
562393369,2018-02-11,5.65,86.61,23,7625
567007298,2018-02-16,61.45,78.75,1,7625
564207022,2018-02-13,48.00,55.22,28,7625
554496044,2018-02-04,31.00,80.88,3,7625
564417227,2018-02-13,1.99,54.21,2,7625
572533283,2018-02-22,34.20,80.09,13,7625
552602546,2018-02-02,5.00,93.00,1,7625
557983246,2018-02-07,25.96,65.00,3,7625
566259186,2018-02-15,43.20,98.75,2,3573
573521639,2018-02-22,3.28,83.11,1,7625
562426019,2018-02-11,2.00,77.42,3,7625
563283273,2018-02-12,4516.00,75.62,,2001138
559950709,2018-02-09,1.00,61.78,1,7625
578474666,2018-02-27,4.00,66.09,3,7625
569808898,2018-02-19,13.50,51.43,2,7625
562743828,2018-02-12,2.00,93.41,5,7625
552933503,2018-02-02,1.90,64.48,4,7625
560520337,2018-02-09,15.81,68.67,5,7625
559423400,2018-02-08,2.00,65.47,1,7625
571589540,2018-02-21,9.00,91.95,1,7625
578273780,2018-02-27,6.00,73.08,5,7625
572751494,2018-02-22,1.00,92.02,1,7625
576899412,2018-02-26,29.02,91.57,0,3234
559687261,2018-02-09,89.60,89.92,,2235
556377415,2018-02-05,30.89,62.33,22,7625
560928069,2018-02-10,1.00,92.90,1,7625
556591894,2018-02-06,24.50,54.32,4,7625
568907193,2018-02-18,5.70,55.12,13,7625
556387479,2018-02-05,3.55,95.67,7,7625
556675699,2018-02-06,8.00,83.68,38,7625
569397561,2018-02-18,1.24,75.80,1,7625
561768556,2018-02-11,8.00,91.01,2,7625
556435815,2018-02-05,9.00,87.23,3,7625
561341573,2018-02-10,22.35,88.95,1,7625
556120123,2018-02-05,8.00,67.93,1,7625
577568465,2018-02-26,2.00,59.70,1,7625
565723462,2018-02-15,0.50,89.47,1,7625
573934459,2018-02-18,60.00,51.87,1,7625
573770474,2018-02-23,36.00,94.87,1,7625
572544146,2018-02-22,2.00,95.58,10,7625
576588821,2018-02-25,67.40,86.66,1,7625
578772037,2018-02-27,375.84,52.39,1,71
561139088,2018-02-10,92.30,93.53,,7438
565129033,2018-02-14,74.00,59.08,1,7625
551680608,2018-02-01,89.29,74.14,,8886
567165255,2018-02-16,3.00,66.08,9,7625
575831857,2018-02-25,7.80,77.12,1,7625
559081493,2018-02-08,8.90,70.70,5,7625
577887595,2018-02-27,3.90,89.66,10,7625
559417539,2018-02-08,1.95,85.67,3,7625
560980352,2018-02-10,25.21,78.42,1,7625
571942735,2018-02-20,14.55,62.37,25,7625
551443420,2018-02-01,2.00,64.05,1,7625
573775584,2018-02-23,3.60,88.74,11,7625
559671866,2018-02-09,14.75,61.61,2,7625
568023759,2018-02-17,30.55,83.59,1,7625
564148386,2018-02-13,47.00,66.27,1,7625
570889357,2018-02-20,97.16,71.90,1,71
577889886,2018-02-27,26.00,68.32,1,7625
553109459,2018-02-02,73.95,71.53,8,7625
564705333,2018-02-14,1.79,77.34,1,7625
556868541,2018-02-06,1.06,54.41,1,7625
562245196,2018-02-11,2.00,78.16,2,7625
556938092,2018-02-06,21.38,87.61,1,7625
558416352,2018-02-07,7.00,76.26,3,7625
553189807,2018-02-02,26.00,95.71,1,7625
570291405,2018-02-19,6.00,88.35,5,7625
572820791,2018-02-22,3.90,84.05,1,7625
554869639,2018-02-04,5.29,52.63,2,7625
573794184,2018-02-23,2.00,90.82,2,7625
575820398,2018-02-25,10.00,86.98,4,7625
558972008,2018-02-08,1.95,88.10,2,7625
568110379,2018-02-17,93.00,90.17,1,7625
561443641,2018-02-10,23.50,83.01,1,7625
571002552,2018-02-20,6.65,74.87,13,7625
573804584,2018-02-23,1.00,77.07,1,7625
552376224,2018-02-02,1.04,69.11,1,7625
574150786,2018-02-23,1.95,90.56,1,7625
569381419,2018-02-18,11.40,71.14,3,7625
560800757,2018-02-10,38.00,65.10,2,7625
560293416,2018-02-09,87.00,87.47,5,7625
568553529,2018-02-17,57.11,81.98,6,7625
576852483,2018-02-26,3.70,93.33,2,7625
554549458,2018-02-04,3.90,77.69,9,7625
571630583,2018-02-21,11.83,73.11,1,7625
576514476,2018-02-25,4.00,72.55,2,7625
554726800,2018-02-04,17.95,58.07,2,7625
561879663,2018-02-11,5.95,97.54,1,7625
569391822,2018-02-18,62.79,70.63,1,7625
552472725,2018-02-02,250.00,70.31,,8886
561719183,2018-02-11,24.75,69.27,2,7625
582105795,2018-02-26,10.00,90.42,8,7625
577591151,2018-02-26,1.00,75.81,1,7625
552160559,2018-02-01,5.21,68.97,2,7625
554184842,2018-02-03,57.70,92.27,19,7625
561851132,2018-02-11,12.00,80.60,3,7625
582496048,2018-02-26,12.00,73.73,5,7625
558143786,2018-02-07,1.23,78.84,1,7625
560578614,2018-02-09,8.55,83.76,1,7625
555103221,2018-02-04,3.37,61.28,1,7625
574094128,2018-02-15,22.00,94.98,2,7625
563600286,2018-02-12,4.00,91.79,3,7625
554413516,2018-02-03,2.00,92.00,8,7625
560161652,2018-02-09,31.60,68.30,1,7625
